	EZH2	IDH2
BA3299	5.96305194548373	7.92868137841977
BA3221	4.54056013941107	7.07556396699123
BA3347	5.85501990072082	7.68134464101013
BA3235	4.22287672834749	6.732801148639
BA3126	4.69293160792587	7.15557221270197
BA3380	4.97875034136153	8.41608983118813
BA3089	5.02586431491849	7.89883083701412
BA3109	5.75302384911337	7.04851156959908
BA3114	6.33324319286844	7.58991392876001
BA3418	6.24912819394912	8.19611264417946
BA3245	5.7664756489083	8.05457002396872
BA3085	5.37196237255135	8.11104544817006
BA3128	5.94349363207294	8.78717245605116
BA3423	6.09515830888203	8.29820901257083
BA3173	6.732801148639	8.84307877151568
BA3171	4.0819519400544	7.27205163282357
BA3277	5.88444565778855	8.56601564488201
BA3210	6.01784200578308	7.80094268898657
BA3157	5.89048099649459	8.51934782702254
BA3433	5.79988688207929	8.27244095196937
BA3322	5.41063794413204	8.17625565039323
BA3374	5.4417363654644	8.43758065182973
BA3450	6.71610247691018	8.52190108216259
BA3167	4.57121893124893	8.40900046313029
BA3269	6.56014980461976	7.24647814947882
BA3110	7.02698040559294	8.54953218061743
BA3156	7.60876718089275	7.51732737025111
BA3226	4.87378270256901	7.87430709609213
BA3421	5.36902005012398	7.45670028367566
BA3232	5.5239080872138	8.16840116234166
BA3289	6.14149524736616	6.86648111845466
BA3430	5.6837918460088	7.16953610700443
BA3145	5.01042178805716	8.21629115879124
BA3399	6.63809847581986	7.41107466475047
BA3449	6.45198017318936	8.19012213724112
BA3384	5.25385282871793	8.16059641320183
BA3427	4.05924814574432	7.3548407117676
BA3163	5.01183343730558	7.550843282623
BA3158	6.59418114772064	8.81487669872437
BA3436	5.29768689368079	8.18416035809344
BA3154	6.07058706634591	7.9003747386446
BA3162	5.51276153131016	8.3558471237735
BA3352	4.99630420821888	8.70008120144039
BA3084	5.58159000678894	8.8717935877338
BA3149	5.23248591034629	7.40108920011618
BA3169	5.82897025310715	8.25974759702626
BA3180	4.6742639798329	8.81487669872437
BA3255	5.37675910366016	8.01284698319857
BA3438	5.6412866944169	8.57394218930808
BA3345	5.58306894890271	7.574849932275
BA3403	4.15189910009998	7.99413751864958
BA3431	4.85688426869055	7.06807720975175
BA3181	4.67601516668643	7.3445927403943
BA3341	5.16672802617493	7.9003747386446
BA3191	5.13333297859029	7.47212920454885
BA3197	5.13159055958208	8.78412431760784
BA3448	5.37601760770264	8.37180321609369
BA3453	6.35627429889414	8.23473317956582
BA3406	5.24255862650171	7.99246857024867
BA3308	5.62530338833762	8.69824500910271
BA3186	6.67894286315779	8.55765692487222
BA3334	7.07994856692804	8.08518191159815
BA3447	6.90558799283489	8.22036612888066
BA3116	6.57821130696448	8.28956252610494
BA3280	6.67502657403681	7.69790613813162
BA3185	7.12738803665014	8.60337970015667
BA3094	4.20331989489853	7.97720455656684
BA3318	5.7725785925433	8.21629115879124
BA3216	5.17629556050641	7.72417589543797
BA3332	6.63537899034447	8.97829037472744
BA3214	5.96784634669034	8.59445024196475
BA3099	5.24967382044831	8.24926512843891
BA3141	5.29048759416866	8.30691336971867
BA3373	4.42407225307684	8.59260663428802
BA3319	5.04731382080461	7.78401208165605
BA3328	4.37051170514398	7.99915514777274
BA3339	5.11186015453485	7.35673455123978
BA3240	4.56550171421847	9.43158515365849
BA3142	4.56728703193523	7.7605970351598
BA3333	4.71441327883724	8.61968837224666
BA3381	5.82620355123692	8.58992566833602
BA3290	5.67772909120233	7.82549928808227
BA3207	4.39517517514659	6.40170617544637
BA3296	5.81764194891905	7.7045927999637
BA3305	5.41063794413204	8.25554427681065
BA3434	5.86616732804556	8.25554427681065
BA3189	4.77174514426462	8.30909856685695
BA3264	5.80340144842646	8.7361512573159
BA3329	6.56428369493048	9.25691151442812
BA3417	5.44569104780308	8.12986534537924
BA3367	5.51875648132132	7.43931413643912
BA3225	3.92121831220639	7.00991256129177
BA3183	5.55285643961997	8.19411260375688
BA3222	4.90882466152865	8.79635277497105
BA3139	6.03732004077161	10.1620355969132
BA3397	5.20903956129855	9.07395764638915
BA3311	4.23395182475299	6.91793209354363
BA3422	5.37423056792449	8.37409825216549
BA3228	4.66327617789941	8.40429460371975
BA3213	5.67849879072138	8.42083657982967
BA3270	5.20545697822648	7.35764711965898
BA3415	4.92943275175156	9.74736666094391
BA3324	4.35758642020142	8.53215993801742
BA3194	4.77701262518198	8.85577669200061
BA3335	5.12629796090127	7.63878607715114
BA3199	6.37878971540536	9.50125973784097
BA3326	5.54282665462534	7.66495366812555
BA3285	5.64878460317562	9.89455064759087
BA3297	4.76073211339353	8.18217944661747
BA3227	5.27249782330272	8.58457840504288
BA3394	4.27458283678045	7.31937809888862
BA3412	5.64653817010519	8.90103696609653
BA3293	4.23128250270976	8.31751248525734
BA3250	5.97691207859612	8.3926007250059
BA3177	5.8625242189267	8.9076089453561
BA3315	5.85381815948029	7.91895915389096
BA3182	4.53554304554111	8.45453034732936
BA3260	5.79562998630529	7.54625616208849
BA3369	5.59101551435814	8.32893113987774
BA3078	5.26673694417636	8.65749029731641
BA3386	5.32375937310038	8.57129520837751
BA3445	6.89968682755392	8.04765964150367
BA3452	5.24575571846811	8.40429460371975
BA3176	6.01172249264152	8.16644533071452
BA3258	5.32233498083344	7.69023500088856
BA3295	5.6765932151773	8.38100696139026
