	PTPN11	NPM1
BA2540	12.01969277063214	590.9540621266428
BA2541	16.52564398579619	728.8260535093553
BA2545	20.94124669628399	648.3802061877964
BA2546	18.99909180138973	415.89057639598445
BA2552	16.970131640737755	1513.8748690377722
BA2559	14.081354688308627	918.4328148905
BA2561	8.225056123389484	739.2354252150267
BA2563	17.33397336920926	885.8825870243328
BA2564	13.974435996557515	629.3532304016176
BA2567	6.532230302726126	277.4422268714489
BA2570	22.38622147123564	1043.7081028992793
BA2575	10.361376185477951	262.3730990879947
BA2577	20.382387269777333	1035.3017753558552
BA2579	18.172941762715816	450.1977121479968
BA2583	25.543482158502837	1189.1920127907792
BA2584	21.881435806884262	417.45356017234576
BA2587	21.078892020464146	700.5979416359871
BA2588	15.34775428213297	1028.234218578526
BA2589	17.98440359990241	619.5497034766485
BA2592	19.84405027987057	1867.4451383144929
BA2593	0.8090165245861867	30.216245262924573
BA2594	21.525920477694164	471.76923698622
BA2595	13.4174683952318	728.5423506706239
BA2597	19.51682683095491	291.1802821431854
BA2600	12.611281705199705	1026.358264270693
BA2603	19.616353351392544	997.7895295090742
BA2618	21.562852645082295	1059.6245403482594
BA2619	16.276085827293198	338.8937511150036
BA2620	23.94293881406372	1013.7357555263628
BA2621	14.867078915259968	568.0501856987626
BA2622	17.89404725424126	924.7093827881304
BA2623	32.422525972432204	1685.5629243095086
BA2629	12.182439062832351	581.1126569789759
BA2631	17.90739322912705	1104.972238981063
BA2634	18.21284933426878	300.3963011617661
BA2636	18.568704808257376	796.1060126394092
BA2639	21.352582026728825	844.8043216183632
BA2644	13.954630838917565	469.5073738897269
BA2645	21.812898951451057	504.72606810576457
BA2646	24.75015114655788	960.7262432626762
BA2649	23.86929555054728	1080.6947366429338
BA2651	15.009905620802682	611.5752231358493
BA2653	35.09770771441234	479.9423668888565
BA2655	47.73960715416454	3006.760720792315
BA2656	12.23115155921837	515.111804440552
BA2657	19.747502000537104	670.4658708920568
BA2658	20.77431422918143	822.1004835736335
BA2659	20.045090782808657	665.0327259605249
BA2660	16.149795869705212	633.3081399309104
BA2662	12.045959777225177	563.9060399401005
BA2663	12.517918211428482	384.0622309800679
BA2667	14.667596859550976	699.1675473166935
BA2670	17.34966639725265	556.247398865805
BA2674	17.279843318133707	788.029841818172
BA2675	20.317910549967007	888.7174232472146
BA2676	18.58694648390418	594.9186609686609
BA2677	18.577054779483333	723.0592208761088
BA2681	15.08682239640497	852.3623939733047
BA2682	19.076647524486	1025.8745054790595
BA2685	25.10516765487928	1397.4403485298174
BA2688	9.067482526668442	543.2713361661179
BA2691	26.73737220376769	699.9592746665802
BA2694	9.024019039461352	604.8506779221202
BA2695	11.2404092343823	228.327273120442
BA2697	6.301040978737351	162.9009241689507
BA2701	10.946437653909962	404.0787105964525
BA2704	16.147071205521367	772.0218738005265
BA2705	28.16912357988325	822.3340004432984
BA2707	28.354258823419137	1183.7208571876502
BA2709	11.834087074751764	642.9937530071306
BA2712	16.42029670010793	275.18527411516027
BA2714	18.259052411644547	1089.2757767181863
BA2715	20.1361962674606	186.5656405931548
BA2718	23.29369020548985	751.0675140693169
BA2720	12.589995425491171	334.11912913497355
BA2721	12.82643796424119	903.5602547884332
BA2722	36.40377693251484	346.3585867432167
BA2723	30.19932116231609	563.9445790557744
BA2724	12.29033845001848	491.9553020105202
BA2726	13.818725538291096	143.37951907534452
BA2727	24.61424804261353	1173.7689255961552
BA2728	21.026768820896308	465.0237751179877
BA2731	10.348587303927951	365.5634246419825
BA2733	8.96480318961342	514.8910059088427
BA2735	12.472768491152266	800.4159438741033
BA2737	12.376501451202138	264.6952388675349
BA2742	18.999517616112165	575.0250498710651
BA2744	3.972428680531728	387.18518572579296
BA2746	16.354079014101362	423.7452704930883
BA2747	13.21286567892482	772.1544821788654
BA2748	24.58902716946228	1670.3396787168135
BA2751	13.92309366783434	717.8080804640579
BA2756	11.95978241621635	1070.2849670499577
BA2758	9.074373932385482	372.488942949664
BA2760	27.842394785774225	688.8624991215123
BA2762	15.494298472230904	748.467100774691
BA2764	10.123036663951495	507.4000873081517
BA2765	17.255788926560026	346.5598906891127
BA2769	14.114069903809089	937.997915686815
BA2772	9.214550366533244	919.4501013639534
BA2775	18.18390614086486	895.8461730377292
BA2776	21.07864268018424	789.1117452440033
BA2778	11.051841624231852	252.16897073690248
BA2782	14.017978111035076	411.25405969390783
BA2786	18.56146342152403	1017.1961446558222
BA2787	5.728153752635701	108.40598669023716
BA2789	23.09779193452756	1618.122396838526
BA2791	20.34342406980938	811.8649440200674
BA2792	11.65470263502648	604.6067765181617
BA2798	16.931625688947495	1647.6899241527326
BA2801	7.134981041288424	552.9479270395778
BA2802	21.039563120997773	234.14630062115836
BA2804	11.705154389579103	665.881343626505
BA2806	20.0582471817414	840.0548949328835
BA2808	24.08299046294555	469.8686963784686
BA2809	25.421071006514072	930.8864275017974
BA2811	22.694716050439283	663.6167872221953
BA2812	11.366252530998253	749.312202327857
BA2813	13.26185634034608	957.5760624293832
BA2814	11.078194670442564	293.71596549841337
BA2816	14.79225518895096	752.8378244322266
BA2817	19.255577896687427	351.95401752650326
BA2820	17.60046886126625	865.4545735415754
BA2821	41.38697743446033	2371.325536958649
BA2822	27.94999463915676	215.4960941089973
BA2824	15.698469004065108	576.7209758510517
BA2828	16.62048013308828	479.1570122231413
BA2829	23.16697090575833	784.2386521026938
BA2830	10.54731633196385	1141.5309943938978
BA2832	21.6788491811367	407.43550035950415
BA2836	12.468306580047503	607.1262448844991
BA2837	22.898407857056828	1417.0200884434282
BA2839	31.642496415707715	1032.6478402720338
BA2840	20.531917229600012	734.1717773020431
BA2841	17.333596721579227	1036.7043470269275
BA2842	9.895489999364507	228.7911197067744
BA2843	10.858547637453205	615.9127578023213
BA2844	17.590131498344554	1037.040134178844
BA2846	18.50294150486064	987.7766660179371
BA2850	13.43052749037221	693.2482176162441
BA2851	25.04537941152953	920.4008279407708
BA2852	9.456579436181348	502.9553566119032
BA2855	17.107630110616615	366.4419649469934
BA2856	12.066697755388164	277.78051406391074
BA2858	12.633864070958204	740.5258261837957
BA2860	14.530015277964637	556.5620209539564
BA2861	17.408068930780058	720.9004749239097
BA2865	16.238963350670986	936.7973710245058
BA2866	21.19259899057649	1145.7009011931214
BA2867	17.232068759781303	600.1219905718008
BA2868	23.494536189676637	1262.2588502894955
BA2870	23.69065911934278	1655.2631343356202
BA2871	23.15316795763132	758.5105856403769
BA2872	18.935171480130546	632.8420968552848
BA2876	13.157898270250502	487.8495185887976
BA2879	15.50509527096519	328.9332649464527
BA2880	19.49215324075317	580.266846418744
BA2882	16.603411924717445	348.9782486471291
BA2883	28.20025393371597	980.8921592954798
BA2885	20.57041289985666	584.675805911005
BA2887	27.307116773219036	833.5378119982483
BA2889	0.0893690876800253	11.11113165420566
BA2893	12.4974117886675	979.5526408688648
BA2901	8.975530107617864	502.84667742476097
BA2902	9.87114034234456	677.532784346162
BA2903	5.87011599834422	92.12239819004525
BA2904	20.70134617274038	904.2007906388362
BA2905	22.33801212442174	901.6889989025664
BA2906	21.176416117737062	540.124421955162
BA2908	23.172251086718955	1627.852852246495
BA2909	11.488674564864946	293.81904452986055
BA2910	26.26349101086416	884.2278867102398
BA2911	20.84783277632227	1306.9618098466296
BA2914	15.0156201416248	485.5022989344621
BA2915	2.41314672352659	193.79876254885744
BA2921	17.458656163590284	517.9687209761212
BA2922	19.573904682697663	1084.8573244241177
BA2923	9.394341271819846	191.5378982251848
BA2926	19.129719312731364	1145.5128991712484
BA2928	17.191069360684157	625.8136562924038
BA2930	14.85937609513198	490.4689009985025
BA2932	19.46477251954371	1051.9673283705542
BA2934	9.73098986675119	267.73616773977307
BA2935	9.880445356341776	465.6807513907135
BA2937	17.877732513150956	438.1839204333512
BA2939	9.710666289915626	839.9306411067321
BA2944	37.64703403612323	2702.777395838402
BA2947	12.357448642886093	810.1165826021614
BA2948	20.4879431817709	449.2274923368851
BA2950	24.919157088502157	1530.0694180898165
BA2951	18.133444760407368	1227.5886415608425
BA2952	29.64411745650464	869.2233339820627
BA2953	7.163653271429381	774.7044424441958
BA2955	11.13542937935626	256.63889402466253
BA2956	8.523238456781499	183.01066727214732
BA2962	24.054892956713843	1451.2623334252364
BA2970	15.990249149514993	946.398906620823
BA2972	17.627225547010358	1026.7777766965623
BA2976	17.773117510802155	683.1204076723053
BA2978	14.603788957143514	464.58234050719807
BA2981	18.564359098703868	621.2470369289155
BA2984	14.452361922559325	520.8918719624603
BA2986	21.66198824056716	832.4564972942583
BA2989	24.180054210900927	920.0848729842088
BA2992	23.9380562024542	1041.5548462781858
BA2993	13.846655480060836	491.05819399168536
BA2994	16.36308890783346	785.3881374441148
BA2995	14.331090419338244	449.5155035490899
BA2999	20.07089751224206	552.3388942949664
BA3001	17.71418966299346	1129.111035426026
BA3002	25.71013085930307	659.5671624039745
BA3004	15.801966890605236	608.8655211188418
BA3006	12.927507847907451	686.8338060948117
BA3008	0.3007671567538219	11.51543597312098
BA3009	19.149190049872782	968.8853581796652
BA3010	13.643755520925405	788.2352370835292
BA3011	16.20127100029433	1174.4513158392665
BA3013	15.826301965085207	1322.5793152662222
BA3023	16.109292041670233	1016.7990890759392
BA3025	21.606626020315527	798.135854727885
BA3027	11.8217154344046	340.03372040848325
BA3029	11.205176238759671	410.3348435210863
BA3030	21.666872429973047	1042.6969417819512
BA3037	22.454196832329725	797.9145545121826
BA3038	26.722751368914007	713.6829370678516
BA3040	10.393675597393589	660.2632048849315
BA3042	31.91703970845472	931.8311100839564
BA3043	10.557497829345278	279.9617955205242
BA3049	4.158103947463144	207.29493991144847
BA3051	13.618501220020445	339.437373835666
BA3053	26.569754013053128	1161.117478118901
BA3064	20.81512093293928	813.2238767522448
BA3067	23.49622855930234	416.5995321039913
BA3068	32.6958892019907	474.1563883617963
BA3070	12.2739088603882	339.9132421868665
BA3071	21.66745407747344	652.5728820339826
BA3072	21.744276519892093	804.6387356265915
BA3075	9.78077433217044	496.471499159355
BA3076	6.585836267450562	81.37013601691021
BA3077	22.34529503861006	292.37187434113434
BA2040	15.768603175760314	349.69960914059584
BA2160	17.506409372433634	744.3734083156284
BA2303	15.03837826541991	466.2822802294339
BA2353	27.233366359776674	1485.7038680484602
BA2516	21.259529388671154	1353.2147402109454
BA2590	29.16348122073776	1523.4713137308963
BA2647	21.26802428024812	870.3129289046745
BA2891	10.22953782959444	336.83052028089986
BA2924	20.532589760834025	976.1428747898389
BA2971	19.08055261903843	505.3896184390491
BA3036	21.532179511729048	1025.9031484995432
BA3059	18.54532868077653	510.4763178665455
BA3073	14.944238120335736	1094.6638568578796
BA3078	35.18664561153126	1754.591333246836
BA3079	19.909318281196608	431.9970312525341
BA3083	21.978305936397295	725.7093890051196
BA3084	17.84399375600065	553.1452326505457
BA3085	26.01224963306068	822.0770439027555
BA3087	48.86803170684532	553.7281107921524
BA3089	23.137690705828494	1441.7981759894474
BA3094	28.49290823798763	666.3864393951682
BA3095	20.620505966732463	575.4273650237596
BA3098	23.62762660915261	810.2804664904285
BA3099	36.54224908379226	1440.7947842164162
BA3103	21.202410683230404	880.7006576493295
BA3108	27.17003893415094	1116.0425466409336
BA3109	17.987162225593785	464.4950264086886
BA3110	23.61354936917826	814.3713610340745
BA3114	11.088207106757388	702.329696394687
BA3116	13.54410492909614	597.8538407477687
BA3117	32.99850340543902	2015.388904025906
BA3118	18.419906314914087	763.2028541386226
BA3119	24.22301068782385	1298.7989387869843
BA3123	19.325795422691492	1255.4020386318296
BA3124	11.595967067149676	477.8458167772209
BA3126	23.07814911886787	423.99651389091616
BA3128	17.85383423310964	1186.3903966439073
BA3130	12.057733345196048	233.4386967028333
BA3133	35.60647067572976	549.0701281780979
BA3135	14.423862792892812	1038.442520151154
BA3136	26.020118488952967	540.940548824989
BA3137	17.99946922539952	660.0267584618628
BA3138	17.948405734384835	966.202120533904
BA3139	61.89541159416133	855.8008563226781
BA3141	21.324758045316084	1774.3111473318304
BA3142	46.60967367517731	824.7571762975938
BA3145	21.111123300919846	528.4546986922699
BA3146	21.602179497941837	725.3649442903712
BA3149	21.63447056331703	298.5571157495256
BA3152	26.69930441544388	363.9831249290453
BA3153	31.543536116768177	811.3751225828076
BA3154	34.14570005484676	370.1775347745936
BA3156	19.49857490673853	1109.895578098899
BA3157	23.14124354717321	2480.748065705467
BA3158	22.028408728000585	657.7132002897657
BA3162	23.07486636372992	714.675197727285
BA3163	14.556965582467331	195.51433178178908
BA3164	29.786068872909603	1008.312960530228
BA3167	20.567990490892964	840.9874422225464
BA3169	20.415742448754457	408.3182771371576
BA3171	49.20184704080764	429.371459965293
BA3173	27.98654696106653	1274.2222589835494
BA3174	22.481708707839694	431.0928118090357
BA3175	16.98894756673063	460.6366413121633
BA3176	18.64217401050913	1131.5578698973384
BA3177	37.12825353716463	1589.9558293733817
BA3178	11.343132947483015	594.9105526633041
BA3180	28.83046345372784	1006.5422133562552
BA3181	12.539176864756952	531.9213118387692
BA3182	27.52360362055456	860.6013371932727
BA3183	29.19110257797213	1452.5018110359665
BA3185	16.0689464411771	764.0343915730065
BA3186	26.671352579888893	751.7447561048131
BA3187	17.671849707854243	687.0293790579368
BA3189	34.77103318446292	1465.4198616584763
BA3190	13.582985218241213	1969.3769782189136
BA3191	17.4967395117262	527.9830311336004
BA3192	25.62671641213393	1367.003965898463
BA3194	35.935356555517195	1394.377379349865
BA3195	16.40482357099114	1044.9377506392686
BA3197	16.74318582812262	548.1555041978191
BA3199	26.886278539283374	2515.3221311298166
BA3200	21.870631329961405	786.0146374954724
BA3202	24.89452366575615	942.3249593192666
BA3203	14.692021043920066	211.4520743119415
BA3206	23.017601304312947	768.6578817907091
BA3207	21.08589263526197	610.2534317780048
BA3208	18.69157945657816	725.6962238548577
BA3210	25.00701142440425	579.371670802316
BA3211	20.94416288181397	867.8536336949998
BA3212	38.42654424973168	418.7314906718132
BA3213	28.595132790427066	1182.0286665369206
BA3214	19.227635695526825	1508.198917703282
BA3216	14.3557010442588	769.5851381523106
BA3217	16.74182319835738	1054.5839942263094
BA3219	14.358489399213893	405.67563156500535
BA3221	15.472372826909858	323.3627515853322
BA3222	45.00221066210596	1299.7477518826663
BA3225	16.252474175634926	244.59199900528176
BA3226	19.63876066105797	1198.9367643004266
BA3227	22.406453016091405	884.6789230552989
BA3228	28.892920691148067	1699.651916184174
BA3229	29.721164245602424	1457.6311814441797
BA3230	19.80458906416293	851.0669537293826
BA3232	18.64192081999083	989.3361274644952
BA3234	20.17473302052334	353.9220257113047
BA3235	15.371318318553923	256.3899841601929
BA3237	27.98315846822433	908.5652540586128
BA3240	26.53802348143133	1129.904696529839
BA3242	18.60678946129853	808.0003589635468
BA3243	27.182019369641385	982.3038385853376
BA3245	24.70548102610767	188.99372408461596
BA3249	27.04526177937093	732.8218429858848
BA3250	29.723698269728747	922.1440338528572
BA3251	18.96515071718015	645.5604391356763
BA3255	19.530658366366755	729.130756526487
BA3258	19.25644449572177	436.15525822129234
BA3260	21.71300533111998	597.834737832271
BA3261	18.19364774393248	851.1264468014942
BA3264	28.724599060108773	1008.8646188445048
BA3266	28.79690094170825	1099.2911862015278
BA3268	34.215264264099496	1565.3190037139752
BA3269	15.204697938644848	341.6989571676479
BA3270	24.530727937607185	1213.7520626888752
BA3271	27.916898924965192	1093.2358249944589
BA3273	20.44500246613187	347.9530317282689
BA3275	28.412871710293533	1011.5882582699472
BA3277	17.164565410884723	877.9821772436572
BA3280	14.365310348195427	674.5001746163038
BA3283	16.69487906533864	745.2731361196257
BA3285	62.17898985108376	967.122531449856
BA3286	21.368852478931604	731.4820710142343
BA3289	8.671812401369937	238.12410407780428
BA3290	23.97434788088257	1029.9254361353037
BA3293	27.98536128377098	1413.0951307459843
BA3295	28.37486135458929	932.6427912659412
BA3296	16.547626760789306	427.8514069316726
BA3297	31.61271538032367	893.9208885428998
BA3299	13.91130497298182	589.9627729393385
BA3300	37.73830015271734	894.1925952956312
BA3302	47.58395676045272	2408.314099861064
BA3305	17.9495129193202	827.2210853241214
BA3306	15.822574986127442	1343.657339561135
BA3308	21.61813851587103	881.6234802164594
BA3310	16.233968503775053	815.2354946831226
BA3311	26.322291810625305	513.4871384009905
BA3312	26.274338440187364	1227.0888629397168
BA3315	35.11440382264742	839.5602734394004
BA3317	21.33458099470292	2034.9302745746768
BA3318	31.470847071104163	956.6193970061142
BA3319	22.17690767917441	613.6266187147592
BA3322	19.028309672175208	564.6196105461761
BA3324	43.99440756721232	1384.1419514317995
BA3325	18.92294556082813	599.6057690956172
BA3326	23.60399145233129	640.3833479297427
BA3328	22.770125349103125	721.98301437476
BA3329	36.48269764177509	2373.4512366402305
BA3332	28.276913195499503	2481.439829005769
BA3333	25.26353103615665	1599.7125945387806
BA3334	9.127914629344902	704.5871421852446
BA3335	18.262137171353483	650.3192805051439
BA3339	16.505423984927283	627.5260683760683
BA3341	21.133817970311235	422.5509220065197
BA3345	10.56551791674996	299.2258375365586
BA3347	12.895248893688454	368.3798085707952
BA3351	36.15111433085691	1142.5853141201335
BA3352	11.602828493127593	1011.6294566351494
BA3353	35.31452803631488	1104.532697848922
BA3357	23.394936659638905	1505.841683020051
BA3362	21.929829281753584	501.1598058136958
BA3367	15.08460695321988	538.5840307173326
BA3369	30.111459179936265	1467.3830489736558
BA3371	16.57214863696018	1016.7981003043622
BA3373	59.687482235387535	1411.153177151754
BA3374	14.286142079384424	415.1038426398958
BA3375	14.986029961281671	543.9294977213383
BA3376	18.460625960877035	834.0129202549506
BA3379	28.28338708702801	1383.461035426026
BA3380	15.395065123545448	995.8626148115712
BA3381	31.6022929834454	1166.9602177568024
BA3384	15.82572118593314	616.6284097482389
BA3385	18.844695554238974	697.8763984171005
BA3386	23.83686331483464	1313.0847716202557
BA3388	14.160480378577368	572.69012552912
BA3390	12.885807017959875	442.02657546613904
BA3394	25.0992123120214	1974.1185533877187
BA3395	26.164953144487377	649.751488833747
BA3397	42.49803859219085	344.5770725549662
