	IDH1	ASXL1
BA3283	4.52802366345833	6.25584067626589
BA3390	6.48606087387678	5.62270762074318
BA3275	5.95983280142242	6.02537342172354
BA3136	6.95277524354107	5.53649114497573
BA3190	3.77167081659145	6.27784077147234
BA3234	7.38666974161584	5.36902005012398
BA3087	7.023488210081	5.96823920514463
BA3454	7.90342171341614	5.76141008187331
BA3302	6.22020638596937	6.2796317403598
BA3117	6.29962436721057	6.37215716750202
BA3083	7.1646982323911	5.75568831379393
BA3266	7.13433489569232	5.94641278080618
BA3175	6.58201675131977	5.63513768849615
BA3268	6.01912446509313	6.40454724548096
BA3229	5.89918966262517	5.78774237354263
BA3353	6.21363363803942	6.22545256194412
BA3312	7.07025966230358	6.09515830888203
BA3119	5.61255399082521	6.26118056372206
BA3138	4.09314534792602	5.71478675399189
BA3219	7.40510623344956	5.63016664038851
BA3388	4.60437364883205	5.74861209266001
BA3357	5.97400576389771	6.12180366530222
BA3351	6.82369230677028	6.31068973576453
BA3208	6.47077724815555	6.25584067626589
BA3310	5.16463165990358	6.10787715288174
BA3200	6.14502031934272	6.16824009925269
BA3325	5.51500276467509	5.98097884801574
BA3146	7.13831231065164	5.67127118896803
BA3211	6.45249909303564	4.9207439830005
BA3237	4.78751391876221	5.78970451035009
BA3130	6.78491577385659	5.79282325358751
BA3376	7.68775219309565	6.00093229876932
BA3137	6.43000064848533	5.84508987578304
BA3300	5.75454478360845	6.27603504625168
BA3375	6.3544519231975	6.20098661255903
BA3249	5.2440093257159	6.26033254809805
BA3385	7.09119041085949	5.88643954120856
BA3242	5.9610279397687	5.94641278080618
BA3446	6.49002795768883	6.11760662803549
BA3416	6.56633757408764	6.17209130162237
BA3123	5.05648239319286	6.12904074966952
