	SMC1A	IDH1
BA3283	5.43005944446936	4.52802366345833
BA3390	5.6705066725732	6.48606087387678
BA3275	6.62245620960063	5.95983280142242
BA3136	6.58727608652663	6.95277524354107
BA3190	5.04068213537324	3.77167081659145
BA3234	6.29503336143835	7.38666974161584
BA3087	6.91521402329812	7.023488210081
BA3454	7.21300808308282	7.90342171341614
BA3302	6.68698956921182	6.22020638596937
BA3117	6.8194770973329	6.29962436721057
BA3083	7.42202383501609	7.1646982323911
BA3266	7.01271335596315	7.13433489569232
BA3175	6.25354722820146	6.58201675131977
BA3268	7.01472936087095	6.01912446509313
BA3229	6.42624085513256	5.89918966262517
BA3353	6.67058412961645	6.21363363803942
BA3312	7.32880266743386	7.07025966230358
BA3119	7.09190952990899	5.61255399082521
BA3138	5.70836568128015	4.09314534792602
BA3219	6.06761730216539	7.40510623344956
BA3388	5.90117839370987	4.60437364883205
BA3357	5.81726345497192	5.97400576389771
BA3351	7.13671405241938	6.82369230677028
BA3208	6.49002795768883	6.47077724815555
BA3310	6.88162153716975	5.16463165990358
BA3200	6.42624085513256	6.14502031934272
BA3325	5.11604418341834	5.51500276467509
BA3146	6.52988298875597	7.13831231065164
BA3211	6.61925110660737	6.45249909303564
BA3237	6.50103892537921	4.78751391876221
BA3130	6.37975842200095	6.78491577385659
BA3376	6.47376016789819	7.68775219309565
BA3137	6.71667600372627	6.43000064848533
BA3300	6.59949061589029	5.75454478360845
BA3375	7.49565796423242	6.3544519231975
BA3249	4.838289154604	5.2440093257159
BA3385	7.12040364606583	7.09119041085949
BA3242	6.56890360423702	5.9610279397687
BA3446	6.77952101227859	6.49002795768883
BA3416	6.69027313849037	6.56633757408764
BA3123	6.05279557201734	5.05648239319286
