	PTPN11	NF1
BA2240	33.17334597209446	349.65596137257995
BA2242	15.237455455980948	288.5091193991156
BA2244	16.925820528737685	189.13614877568463
BA2245	27.47398546311995	206.20598869395417
BA2248	18.155268511562515	103.99306477060202
BA2249	19.97463299408348	131.64751962240132
BA2251	24.14242187116462	168.5185793587882
BA2256	21.401582298666927	177.37594734399633
BA2260	15.232493343082629	91.46311349201132
BA2261	13.631458148123675	95.638364990932
BA2269	7.328556613973234	127.34637686870389
BA2271	23.98460277768552	178.74582923309202
BA2272	13.50913898194892	155.30969220772613
BA2273	21.07546663553913	82.10327672445598
BA2275	31.218741695811683	179.28463600626125
BA2276	9.934136281708742	77.65718078840119
BA2277	29.221652377436328	203.6065735095337
BA2280	36.38874163228378	384.3268511749896
BA2281	24.831129720843258	148.70915295462936
BA2282	10.789451974244848	67.04868900711168
BA2286	19.38545941760825	201.80223865128715
BA2288	12.094613771990195	132.16680416497255
BA2292	17.152450737298953	106.58922238443596
BA2294	18.795163976802144	154.65930575825166
BA2296	22.58795543731145	124.91800887503584
BA2300	43.71814488147894	127.68776719943128
BA2301	17.314482693030055	102.8235989089254
BA2302	15.142153148377648	143.47247258145103
BA2304	12.000004837689753	58.26545447919322
BA2306	21.901854935746787	191.29686259218525
BA2308	20.691473643918133	211.6825983608057
BA2309	15.600943225492763	67.00275595385449
BA2311	16.07649015451271	104.19731581066932
BA2312	14.384739574554802	156.40969992181428
BA2316	11.94031516572484	78.52938685382075
BA2322	19.00203463588738	67.9089880251087
BA2325	13.13339354976582	84.63892612993457
BA2329	14.170386468930648	58.569892419639714
BA2334	12.738862324221753	105.09829684011098
BA2339	10.111131706915842	75.60546526741308
BA2344	17.66258635942158	141.96156499550946
BA2347	10.673249895339008	66.77803076811274
BA2348	6.14653811673649	55.136801578737725
BA2350	9.248559385393913	91.19479049601118
BA2354	27.095243432620222	113.2548155663928
BA2355	28.38735945750639	120.526364356186
BA2357	12.19949693229595	114.73993656372434
BA2360	17.5735034231662	169.86331229535077
BA2361	15.736424512490592	101.58710933354486
BA2363	7.3033212222808	35.095611280938215
BA2369	17.51039441139099	189.42521296233164
BA2374	22.40617777937685	90.40492261621532
BA2375	20.87206313122356	178.2945435585226
BA2376	14.73696075905255	49.77597347964191
BA2377	56.988741119585946	209.4103095988851
BA2379	14.2605358780457	124.56604347639134
BA2385	15.9001120635316	47.80464009196283
BA2386	18.71535873465833	231.55889311260623
BA2387	18.12250880428911	153.3348976809124
BA2394	24.469601260335928	95.31685868127607
BA2399	16.904555001239643	148.13163782499456
BA2400	33.63200594550555	205.685906014256
BA2402	21.70324629391715	180.8329650691468
BA2405	9.100792336674967	79.99933475446306
BA2406	17.82816007822995	34.71633495236259
BA2409	16.29375622363415	129.54548333633426
BA2410	23.596659384354837	225.8440833603437
BA2412	12.137813809796492	36.32016613028614
BA2413	21.05224232672534	222.15236454691257
BA2414	23.349309244236707	198.15717400889827
BA2415	8.984070955203252	34.29848221862546
BA2417	12.270477073849374	114.89562170147244
BA2418	10.111819360859618	135.68566336616163
BA2420	17.04322984051619	92.4940177792892
BA2421	17.112086130843036	91.31185986416747
BA2423	14.830693302761253	84.67758172475536
BA2425	26.81439645289756	162.79491087118302
BA2426	14.6887218048444	55.81249060280109
BA2427	13.203350202140005	49.06504183977397
BA2429	13.885097753812143	151.06596918946528
BA2440	29.80936471999719	135.89464622431606
BA2441	41.50471871701896	303.9044042244336
BA2442	21.30032633561693	213.18153533200555
BA2446	17.23831681496286	68.07249241660844
BA2449	27.270894277896847	171.94192740645337
BA2450	17.891294519534323	203.05409982012395
BA2452	25.78173682741561	193.1247259182125
BA2454	35.41917436013228	131.56553160502267
BA2455	12.375452361398644	82.35449417281512
BA2456	14.09237807271488	61.180971099669165
BA2459	13.594127000583486	87.45011280306524
BA2461	17.820350143922077	85.85159772017813
BA2463	8.57460656098495	41.31280183229365
BA2464	18.745323554263607	107.24054284277707
BA2469	16.132452295663036	251.0946035683642
BA2470	18.268118383788824	124.4127267962813
BA2472	12.66426899861456	96.75468631074348
BA2473	17.639401643995793	135.90179155823498
BA2474	12.088986615383838	90.10814805826662
BA2477	27.90380716097536	251.96199370434655
BA2479	9.06853194700168	58.5148987250125
BA2480	15.24397502944484	185.00097066910075
BA2481	7.960993949896547	45.24202580176599
BA2482	19.0233231637945	179.89138144862451
BA2483	23.22264853955544	170.9383763555678
BA2485	17.055978788879546	174.4791578442435
BA2488	18.77808934875976	125.0322329857764
BA2489	14.508873336495364	60.39576113585825
BA2492	23.63457575454264	63.18416194926038
BA2494	27.91420931790605	95.09040528581576
BA2496	11.399676017741184	45.25937170899411
BA2497	15.612483715841416	42.28054193054178
BA2499	21.457586308448946	101.23626725514532
BA2500	23.138866635530075	199.5066088787393
BA2501	27.833890878616558	120.03527020920772
BA2502	15.548455223976305	129.68288700469952
BA2505	22.69831014365209	175.77268062103064
BA2507	13.273383072831717	148.35611675642977
BA2510	16.669318455579262	37.039426921791566
BA2511	7.663551368635486	43.14309877006726
BA2512	18.55404802224241	84.18061058654125
BA2514	14.1127716506682	136.22047089526455
BA2515	13.656362083325709	63.079763869883294
BA2520	10.18459988094212	91.07509546057814
BA2521	22.854875728416364	188.9495712148245
BA2523	17.466454904239125	231.1519510714657
BA2524	15.143161519049126	89.18268298048588
BA2525	10.739344125649188	33.4185441002891
BA2526	16.511510597344866	193.6457426221941
BA2528	14.604392734699395	156.4198357593167
BA2532	27.09788474706269	136.4370444751564
BA2534	26.77316300242771	252.0719388356896
BA2538	19.34789198139	163.56922986240653
BA2539	15.054660968382327	89.42632790129001
BA2540	12.01969277063214	102.9294284547094
BA2541	16.52564398579619	65.6930492624528
BA2545	20.94124669628399	93.36255824417232
BA2546	18.99909180138973	68.15655886655676
BA2552	16.970131640737755	371.11845971912896
BA2559	14.081354688308627	139.1365522105781
BA2561	8.225056123389484	39.73792927932083
BA2563	17.33397336920926	174.09947387656885
BA2564	13.974435996557515	85.07499451835139
BA2567	6.532230302726126	30.7649353050662
BA2570	22.38622147123564	289.1494765836638
BA2575	10.361376185477951	49.55685552128676
BA2577	20.382387269777333	118.70210933626588
BA2579	18.172941762715816	141.5662109630884
BA2583	25.543482158502837	175.38868962690978
BA2584	21.881435806884262	57.36722309793788
BA2587	21.078892020464146	156.35443522543525
BA2588	15.34775428213297	190.10730529365503
BA2589	17.98440359990241	160.10103382389008
BA2592	19.84405027987057	206.67516523469448
BA2593	0.8090165245861867	0.131948509740975
BA2594	21.525920477694164	115.70215184308827
BA2595	13.4174683952318	39.45864383623836
BA2597	19.51682683095491	97.936434541528
BA2600	12.611281705199705	183.1853616101156
BA2603	19.616353351392544	132.7224555535752
BA2618	21.562852645082295	125.13469547601136
BA2619	16.276085827293198	65.80756208405029
BA2620	23.94293881406372	136.00222939519455
BA2621	14.867078915259968	163.23017498489295
BA2622	17.89404725424126	121.40379419765218
BA2623	32.422525972432204	201.24225278348143
BA2629	12.182439062832351	40.404138271266014
BA2631	17.90739322912705	109.59519540707544
BA2634	18.21284933426878	178.5576422875698
BA2636	18.568704808257376	119.06478603350848
BA2639	21.352582026728825	180.8138917906739
BA2644	13.954630838917565	91.2566416483229
BA2645	21.812898951451057	76.16513839589086
BA2646	24.75015114655788	159.00708462304976
BA2649	23.86929555054728	103.47973972281912
BA2651	15.009905620802682	69.82136680760968
BA2653	35.09770771441234	97.22040551437576
BA2655	47.73960715416454	274.1036597231043
BA2656	12.23115155921837	91.65100885209748
BA2657	19.747502000537104	109.05733959704034
BA2658	20.77431422918143	130.20636621989172
BA2659	20.045090782808657	84.44632986861905
BA2660	16.149795869705212	89.78421103698174
BA2662	12.045959777225177	62.0646160314211
BA2663	12.517918211428482	135.66967309315947
BA2667	14.667596859550976	131.0534229598689
BA2670	17.34966639725265	162.34339961552118
BA2674	17.279843318133707	147.0979160005437
BA2675	20.317910549967007	171.949167646683
BA2676	18.58694648390418	91.48180314484172
BA2677	18.577054779483333	161.03891322846772
BA2681	15.08682239640497	70.04019857231029
BA2682	19.076647524486	109.11172435395687
BA2685	25.10516765487928	163.1492191604278
BA2688	9.067482526668442	25.648700935483525
BA2691	26.73737220376769	110.47005559851227
BA2694	9.024019039461352	78.54970935159275
BA2695	11.2404092343823	60.81625844565557
BA2697	6.301040978737351	87.08814851074648
BA2701	10.946437653909962	152.1665461230095
BA2704	16.147071205521367	201.20381554401783
BA2705	28.16912357988325	341.2926798773445
BA2707	28.354258823419137	86.74408613423792
BA2709	11.834087074751764	89.34929908737492
BA2712	16.42029670010793	121.8668429618196
BA2714	18.259052411644547	192.9030108214692
BA2715	20.1361962674606	155.77432060481345
BA2718	23.29369020548985	139.00641014037672
BA2720	12.589995425491171	43.36677119694078
BA2721	12.82643796424119	265.52723888228604
BA2722	36.40377693251484	167.37349745602896
BA2723	30.19932116231609	160.4939192604911
BA2724	12.29033845001848	109.31239860907291
BA2726	13.818725538291096	67.6526031910199
BA2727	24.61424804261353	94.5353950808028
BA2728	21.026768820896308	183.55938591740525
BA2731	10.348587303927951	107.27800255164831
BA2733	8.96480318961342	56.24385956314274
BA2735	12.472768491152266	147.8262491538163
BA2737	12.376501451202138	78.27415765988898
BA2742	18.999517616112165	129.95283163495762
BA2744	3.972428680531728	33.77381747949175
BA2746	16.354079014101362	83.86915751314284
BA2747	13.21286567892482	62.27748732776638
BA2748	24.58902716946228	199.25488871332868
BA2751	13.92309366783434	119.3254783695873
BA2756	11.95978241621635	85.26857123717195
BA2758	9.074373932385482	57.32248577768649
BA2760	27.842394785774225	145.6582421432596
BA2762	15.494298472230904	191.9918527694903
BA2764	10.123036663951495	112.03677400504952
BA2765	17.255788926560026	151.23552413719125
BA2769	14.114069903809089	139.97004102912095
BA2772	9.214550366533244	119.91695093878694
BA2775	18.18390614086486	142.37797575702365
BA2776	21.07864268018424	210.7570629268887
BA2778	11.051841624231852	104.64943656261444
BA2782	14.017978111035076	95.5382653865288
BA2786	18.56146342152403	100.28994245785098
BA2787	5.728153752635701	41.04953227327876
BA2789	23.09779193452756	180.57875038543253
BA2791	20.34342406980938	88.89145755618246
BA2792	11.65470263502648	43.79211018690363
BA2798	16.931625688947495	216.74514018367236
BA2801	7.134981041288424	95.49222064689803
BA2802	21.039563120997773	181.44247096762143
BA2804	11.705154389579103	159.40234247738303
BA2806	20.0582471817414	220.58941345398543
BA2808	24.08299046294555	48.49155366434125
BA2809	25.421071006514072	192.4826987219994
BA2811	22.694716050439283	103.90778382500056
BA2812	11.366252530998253	63.29461370691892
BA2813	13.26185634034608	135.21858205685575
BA2814	11.078194670442564	42.45775692519901
BA2816	14.79225518895096	108.00098695013564
BA2817	19.255577896687427	166.47145168901284
BA2820	17.60046886126625	138.81448881402198
BA2821	41.38697743446033	351.9780878770896
BA2822	27.94999463915676	26.705595800531245
BA2824	15.698469004065108	205.53801514045847
BA2828	16.62048013308828	102.89567819352284
BA2829	23.16697090575833	242.33983194955127
BA2830	10.54731633196385	98.5229049066421
BA2832	21.6788491811367	133.52973932243407
BA2836	12.468306580047503	152.18203301703952
BA2837	22.898407857056828	284.90182762062886
BA2839	31.642496415707715	94.94255129550952
BA2840	20.531917229600012	30.61186595745973
BA2841	17.333596721579227	55.33534050785352
BA2842	9.895489999364507	90.91663503687948
BA2843	10.858547637453205	89.31518458610059
BA2844	17.590131498344554	166.41325673111845
BA2846	18.50294150486064	184.4292886686244
BA2850	13.43052749037221	120.0296485527902
BA2851	25.04537941152953	192.33548881236496
BA2852	9.456579436181348	63.33031704535766
BA2855	17.107630110616615	71.99266493479804
BA2856	12.066697755388164	182.44398582682192
BA2858	12.633864070958204	83.47971274712972
BA2860	14.530015277964637	62.6038407485975
BA2861	17.408068930780058	110.33834810966074
BA2865	16.238963350670986	31.00540326828447
BA2866	21.19259899057649	197.19219437101748
BA2867	17.232068759781303	157.50388934653276
BA2868	23.494536189676637	122.76092055850206
BA2870	23.69065911934278	110.29051242164029
BA2871	23.15316795763132	97.75384815513968
BA2872	18.935171480130546	185.24782943911865
BA2876	13.157898270250502	39.54924914309381
BA2879	15.50509527096519	99.75597906454227
BA2880	19.49215324075317	101.5909856776464
BA2882	16.603411924717445	112.198336489372
BA2883	28.20025393371597	203.20276533728472
BA2885	20.57041289985666	187.98064074137977
BA2887	27.307116773219036	392.3699241261624
BA2889	0.0893690876800253	0.1338236807905606
BA2893	12.4974117886675	186.1761368733409
BA2901	8.975530107617864	41.17385408187821
BA2902	9.87114034234456	145.85444383485867
BA2903	5.87011599834422	133.66038215570987
BA2904	20.70134617274038	241.73197871780164
BA2905	22.33801212442174	109.43006937813156
BA2906	21.176416117737062	152.91529910720683
BA2908	23.172251086718955	173.5960498164805
BA2909	11.488674564864946	77.32406557089642
BA2910	26.26349101086416	271.8085988903684
BA2911	20.84783277632227	269.4633451313588
BA2914	15.0156201416248	166.5248167599512
BA2915	2.41314672352659	6.823141893971271
BA2921	17.458656163590284	101.46207330874968
BA2922	19.573904682697663	171.04246058528
BA2923	9.394341271819846	48.75808345329777
BA2926	19.129719312731364	161.0086066472505
BA2928	17.191069360684157	62.06281378530893
BA2930	14.85937609513198	117.55326188747804
BA2932	19.46477251954371	231.47952642480772
BA2934	9.73098986675119	73.61106151530505
BA2935	9.880445356341776	121.30769117899668
BA2937	17.877732513150956	92.81814116327772
BA2939	9.710666289915626	176.43003976228755
BA2944	37.64703403612323	156.2191679164993
BA2947	12.357448642886093	28.704400954899704
BA2948	20.4879431817709	86.39156252488048
BA2950	24.919157088502157	284.7990532041516
BA2951	18.133444760407368	123.15440535801449
BA2952	29.64411745650464	106.08321567639236
BA2953	7.163653271429381	72.6736446430472
BA2955	11.13542937935626	39.289600749030285
BA2956	8.523238456781499	35.637509346040545
BA2962	24.054892956713843	197.011970114943
BA2970	15.990249149514993	109.85782570547326
BA2972	17.627225547010358	127.08058682876558
BA2976	17.773117510802155	114.81212472094064
BA2978	14.603788957143514	81.53187295323688
BA2981	18.564359098703868	51.709594321698575
BA2984	14.452361922559325	218.1342249651564
BA2986	21.66198824056716	138.6981976983092
BA2989	24.180054210900927	89.55920784850588
BA2992	23.9380562024542	174.1559179385256
BA2993	13.846655480060836	116.75603556885608
BA2994	16.36308890783346	205.2736444741335
BA2995	14.331090419338244	78.43786635139111
BA2999	20.07089751224206	139.17052067665466
BA3001	17.71418966299346	225.6917911104391
BA3002	25.71013085930307	248.3132071115166
BA3004	15.801966890605236	146.41442949193342
BA3006	12.927507847907451	131.7007986752833
BA3008	0.3007671567538219	0.1640866873065015
BA3009	19.149190049872782	180.9021355226272
BA3010	13.643755520925405	99.1017100390366
BA3011	16.20127100029433	125.40261175284284
BA3013	15.826301965085207	142.63889820812068
BA3023	16.109292041670233	54.85346455292598
BA3025	21.606626020315527	111.54561761093512
BA3027	11.8217154344046	70.52398475728634
BA3029	11.205176238759671	86.19693989402455
BA3030	21.666872429973047	328.0056889573503
BA3037	22.454196832329725	175.74270593972224
BA3038	26.722751368914007	210.31260336505892
BA3040	10.393675597393589	45.92094926849498
BA3042	31.91703970845472	161.0984766462048
BA3043	10.557497829345278	49.45710026791884
BA3049	4.158103947463144	5.969525693002183
BA3051	13.618501220020445	63.69881256596946
BA3053	26.569754013053128	152.00397168269578
BA3064	20.81512093293928	201.18480931502572
BA3067	23.49622855930234	211.5006340656422
BA3068	32.6958892019907	161.26744110478273
BA3070	12.2739088603882	123.30358870257324
BA3071	21.66745407747344	302.56906291281126
BA3072	21.744276519892093	312.38037262704427
BA3075	9.78077433217044	143.48506077086566
BA3076	6.585836267450562	26.082152629232723
BA3077	22.34529503861006	159.83900132526296
BA2040	15.768603175760314	88.19640703584804
BA2160	17.506409372433634	246.74003776373183
BA2303	15.03837826541991	140.43353398736284
BA2353	27.233366359776674	188.11794952171155
BA2516	21.259529388671154	152.53780232404594
BA2590	29.16348122073776	227.36806320229115
BA2647	21.26802428024812	237.84824537527427
BA2891	10.22953782959444	137.26092975764416
BA2924	20.532589760834025	223.39027855209372
BA2971	19.08055261903843	96.0791157225974
BA3036	21.532179511729048	255.0629685648225
BA3059	18.54532868077653	138.96931091404295
BA3073	14.944238120335736	206.23744466270267
BA3078	35.18664561153126	272.10248263389946
BA3079	19.909318281196608	95.45282804110204
BA3083	21.978305936397295	187.27367058107345
BA3084	17.84399375600065	122.53649006969673
BA3085	26.01224963306068	100.0252807550888
BA3087	48.86803170684532	460.9679911353937
BA3089	23.137690705828494	269.6975290383345
BA3094	28.49290823798763	92.06918900047364
BA3095	20.620505966732463	224.0292272594461
BA3098	23.62762660915261	195.9334197562845
BA3099	36.54224908379226	379.4322202086229
BA3103	21.202410683230404	165.5219665724583
BA3108	27.17003893415094	245.96800360851293
BA3109	17.987162225593785	132.94133523996058
BA3110	23.61354936917826	204.93388712530657
BA3114	11.088207106757388	157.21383862630557
BA3116	13.54410492909614	73.59934409793948
BA3117	32.99850340543902	320.83057620793136
BA3118	18.419906314914087	157.51342411451563
BA3119	24.22301068782385	349.0966061070526
BA3123	19.325795422691492	137.12699462957363
BA3124	11.595967067149676	65.26530944326079
BA3126	23.07814911886787	169.9058236447186
BA3128	17.85383423310964	211.6879117781022
BA3130	12.057733345196048	95.15656155278732
BA3133	35.60647067572976	215.74995269209867
BA3135	14.423862792892812	268.0646847813542
BA3136	26.020118488952967	145.78115232106128
BA3137	17.99946922539952	157.01974129618148
BA3138	17.948405734384835	230.3337342749573
BA3139	61.89541159416133	146.6748115601303
BA3141	21.324758045316084	161.6339322558331
BA3142	46.60967367517731	87.31993589404239
BA3145	21.111123300919846	239.76856898668805
BA3146	21.602179497941837	177.31275979464104
BA3149	21.63447056331703	238.43616497424537
BA3152	26.69930441544388	61.44803798997775
BA3153	31.543536116768177	174.01100812406176
BA3154	34.14570005484676	97.4310714509888
BA3156	19.49857490673853	185.1834396431005
BA3157	23.14124354717321	212.8809027023121
BA3158	22.028408728000585	197.65957432697925
BA3162	23.07486636372992	216.5056270416564
BA3163	14.556965582467331	203.77054518568227
BA3164	29.786068872909603	373.8136618371857
BA3167	20.567990490892964	56.156964704662514
BA3169	20.415742448754457	176.04742129671854
BA3171	49.20184704080764	189.60298414759188
BA3173	27.98654696106653	212.4418000765387
BA3174	22.481708707839694	199.79928936886176
BA3175	16.98894756673063	134.1322865400523
BA3176	18.64217401050913	181.09546918820772
BA3177	37.12825353716463	267.32574083128566
BA3178	11.343132947483015	32.73882697518744
BA3180	28.83046345372784	419.6604107682547
BA3181	12.539176864756952	86.9043315247993
BA3182	27.52360362055456	195.0920648213859
BA3183	29.19110257797213	326.7004993841674
BA3185	16.0689464411771	135.5257936694538
BA3186	26.671352579888893	228.04792465394772
BA3187	17.671849707854243	31.623910732206127
BA3189	34.77103318446292	245.12282784132051
BA3190	13.582985218241213	154.0637929559441
BA3191	17.4967395117262	101.14235690292196
BA3192	25.62671641213393	297.7905737654821
BA3194	35.935356555517195	310.918524770011
BA3195	16.40482357099114	307.3614638898987
BA3197	16.74318582812262	244.1897443579869
BA3199	26.886278539283374	247.9957365242724
BA3200	21.870631329961405	299.6221836051252
BA3202	24.89452366575615	129.54062246773063
BA3203	14.692021043920066	88.63157011379647
BA3206	23.017601304312947	160.66636813154207
BA3207	21.08589263526197	214.78979346649717
BA3208	18.69157945657816	209.98466747814996
BA3210	25.00701142440425	183.7222378307674
BA3211	20.94416288181397	168.4096662558839
BA3212	38.42654424973168	291.1621455436483
BA3213	28.595132790427066	291.1371797529326
BA3214	19.227635695526825	104.5490566409768
BA3216	14.3557010442588	266.1372244527796
BA3217	16.74182319835738	297.1433427105736
BA3219	14.358489399213893	119.90002373940298
BA3221	15.472372826909858	92.46844618429596
BA3222	45.00221066210596	242.922999828226
BA3225	16.252474175634926	201.68996241015256
BA3226	19.63876066105797	229.2579314955156
BA3227	22.406453016091405	369.44084774026624
BA3228	28.892920691148067	261.688592673945
BA3229	29.721164245602424	259.33312738653154
BA3230	19.80458906416293	164.73699657900582
BA3232	18.64192081999083	131.02815976202692
BA3234	20.17473302052334	165.37462228202543
BA3235	15.371318318553923	97.5061808076502
BA3237	27.98315846822433	185.799570863636
BA3240	26.53802348143133	242.02707234614763
BA3242	18.60678946129853	195.77664629601023
BA3243	27.182019369641385	176.0732364371607
BA3245	24.70548102610767	166.88278451382786
BA3249	27.04526177937093	195.3978303057858
BA3250	29.723698269728747	314.08124079364774
BA3251	18.96515071718015	195.1114629700192
BA3255	19.530658366366755	257.62153547544665
BA3258	19.25644449572177	159.48135933204148
BA3260	21.71300533111998	287.3856770699834
BA3261	18.19364774393248	228.1673867951175
BA3264	28.724599060108773	198.38716106337813
BA3266	28.79690094170825	433.9093043307268
BA3268	34.215264264099496	342.55261383172257
BA3269	15.204697938644848	160.0554157433891
BA3270	24.530727937607185	156.77269142461128
BA3271	27.916898924965192	387.3141621798155
BA3273	20.44500246613187	160.85550541557942
BA3275	28.412871710293533	421.4297222736951
BA3277	17.164565410884723	226.70907927311117
BA3280	14.365310348195427	226.69751458857772
BA3283	16.69487906533864	186.2344572851692
BA3285	62.17898985108376	132.02922484641928
BA3286	21.368852478931604	186.44607428478997
BA3289	8.671812401369937	82.82537105336634
BA3290	23.97434788088257	144.89704747162864
BA3293	27.98536128377098	161.9473222177505
BA3295	28.37486135458929	229.0759670933194
BA3296	16.547626760789306	99.19248648903825
BA3297	31.61271538032367	367.57471107575816
BA3299	13.91130497298182	164.1004107601473
BA3300	37.73830015271734	294.9394480643322
BA3302	47.58395676045272	409.5298923056626
BA3305	17.9495129193202	123.60787672784537
BA3306	15.822574986127442	306.25190377252744
BA3308	21.61813851587103	157.64276285086086
BA3310	16.233968503775053	241.81235246916677
BA3311	26.322291810625305	227.63473509638317
BA3312	26.274338440187364	321.22488174218654
BA3315	35.11440382264742	168.92193856793358
BA3317	21.33458099470292	240.1562776082272
BA3318	31.470847071104163	240.52561135968892
BA3319	22.17690767917441	176.44505731116638
BA3322	19.028309672175208	89.25198258341283
BA3324	43.99440756721232	317.5906148358328
BA3325	18.92294556082813	169.11445990425193
BA3326	23.60399145233129	112.45122013580422
BA3328	22.770125349103125	378.8971653859671
BA3329	36.48269764177509	157.7780232274986
BA3332	28.276913195499503	206.84935323170015
BA3333	25.26353103615665	453.98521586512817
BA3334	9.127914629344902	83.5518074594422
BA3335	18.262137171353483	208.08253805060983
BA3339	16.505423984927283	94.23632198024836
BA3341	21.133817970311235	217.37821659093277
BA3345	10.56551791674996	95.71282361615005
BA3347	12.895248893688454	107.25679887057174
BA3351	36.15111433085691	183.84015117269627
BA3352	11.602828493127593	142.52121731092907
BA3353	35.31452803631488	169.65826102895142
BA3357	23.394936659638905	230.10965888564544
BA3362	21.929829281753584	66.30559672126034
BA3367	15.08460695321988	119.2584771410444
BA3369	30.111459179936265	233.0697009394279
BA3371	16.57214863696018	161.37983110943483
BA3373	59.687482235387535	434.5300220567231
BA3374	14.286142079384424	90.3308747655744
BA3375	14.986029961281671	185.2589113390073
BA3376	18.460625960877035	257.5822685803655
BA3379	28.28338708702801	302.81777996661253
BA3380	15.395065123545448	221.2996538343536
BA3381	31.6022929834454	246.3283155559964
BA3384	15.82572118593314	73.83871681860033
BA3385	18.844695554238974	166.26396393899057
BA3386	23.83686331483464	298.1066453189916
BA3388	14.160480378577368	155.3495612647028
BA3390	12.885807017959875	139.13709376795416
BA3394	25.0992123120214	272.9511856941777
BA3395	26.164953144487377	32.835911513872546
BA3397	42.49803859219085	84.60717882884792
BA3399	9.217550243661025	77.34069004481765
BA3400	20.49932304808881	352.9573171396579
BA3403	40.07256786518545	235.1154504862194
BA3405	18.77385346724309	150.10322649841862
