	KRAS	RAD21
BA2354	3.285287253891401	12.00451486898158
BA2355	18.031553815161907	20.65281023706665
BA2357	2.8366508715088328	11.108352146056484
BA2360	2.4203383504910594	8.805045872014531
BA2361	3.290470110493144	12.820670415669928
BA2363	1.77988745401886	3.870061482063049
BA2369	7.463597390567187	12.850566536925276
BA2374	4.18322554627598	9.087586819222311
BA2375	4.401957434008005	7.831872915187479
BA2376	3.576421768112105	8.201038447211358
BA2377	7.874521714966825	15.515745904212263
BA2379	7.354978419162167	8.82297591175788
BA2385	6.169246688786106	9.25356836754013
BA2386	7.154072385086702	10.908254139241263
BA2387	4.9579225522201975	10.729442600106111
BA2394	8.841700566289523	11.860730450178448
BA2399	2.901775492441722	9.462752231839673
BA2400	5.409835524646413	17.491428972560485
BA2402	4.974805563924786	8.029770309000423
BA2405	1.9038948004365173	6.783514065467473
BA2406	2.7399095691849715	4.789139318834035
BA2409	3.642790689054875	5.9648479891895
BA2410	2.854218939661076	12.216570162803489
BA2412	3.4683011635363665	7.434423162851566
BA2413	3.061177034477548	7.014678596936963
BA2414	3.333377691014046	7.232459983658254
BA2415	3.6031705789367305	11.629542912695369
BA2417	1.966473306958872	6.087635035150938
BA2418	1.5872432645654289	5.170131502585171
BA2420	2.293921043415803	9.57814254684074
BA2421	3.76390120697868	32.82849295268981
BA2423	5.526169516908847	7.4386621718513055
BA2425	4.540658995903223	7.4966187289404544
BA2426	1.76675593567857	5.078771875409028
BA2427	5.629532468513265	6.27947651756106
BA2429	4.885164819604847	8.178058606915211
BA2440	4.656478683032831	16.32951560083481
BA2441	5.107316346904479	8.542129804765835
BA2442	4.274273721852956	14.204882194839056
BA2446	3.526678377199216	10.364804794975528
BA2449	3.844080002176403	14.089617863871435
BA2450	6.542840496025102	6.47225667494796
BA2452	2.2229446094894514	8.272702521925646
BA2454	4.196996925207468	6.942160543769251
BA2455	4.618681453090219	7.8038560766564276
BA2456	4.84358664169528	7.882438568555351
BA2459	0.9849701015813438	9.797272940458363
BA2461	3.531901921255366	8.219969197680816
BA2463	4.45365718507862	12.690477923250375
BA2464	2.629494460813186	8.325017469373892
BA2469	4.330668779940796	6.430379507824933
BA2470	3.3487604257070145	5.793494776867308
BA2472	2.506343529310017	6.274127828022683
BA2473	4.364774675975619	10.464200233436472
BA2474	4.068396363626591	8.453590141912928
BA2477	5.2291687233797575	14.454241798469251
BA2479	4.388198691895849	8.334742963888607
BA2480	3.679131305583376	7.023019041158557
BA2481	0.950240342410004	5.147954855206522
BA2482	4.5443846369895695	9.673974306294848
BA2483	5.717204939316385	13.30799648435604
BA2485	3.731240739012421	7.764965016349434
BA2488	3.795524434418716	9.955539364023684
BA2489	3.495084976820325	9.378517373509853
BA2492	4.60482142178739	7.464666356901334
BA2494	9.557187638322572	11.2361552416597
BA2496	2.740035581224717	6.263368166361607
BA2497	3.126280701370291	11.770026231771718
BA2499	4.35302298414668	14.879974384025108
BA2500	3.764766577067442	7.521231245992113
BA2501	5.69695185588149	12.62601078055385
BA2502	3.5899907234146635	9.310906556965936
BA2505	3.524708682190093	7.223980123328793
BA2507	2.445471606779409	3.825761168013304
BA2510	3.106128214359792	10.624600112642494
BA2511	2.8010233109505887	5.903836931663234
BA2512	3.90060283765412	8.148040889126415
BA2514	5.883867358115286	9.82159563378448
BA2515	3.965624412346157	10.264101693684571
BA2520	2.777845608373538	5.918793888432724
BA2521	5.965061455171949	9.910091896864747
BA2523	2.9076088330976253	8.833513249971563
BA2524	4.3967944400825125	7.699731455993478
BA2525	9.181313291942152	8.770496731111479
BA2526	4.982559594305994	17.08355327657949
BA2528	2.9063274125973515	10.95619152241139
BA2532	3.376488196760783	17.277575819534
BA2534	3.9542145627317393	8.677937913221355
BA2538	3.061522924858036	10.913820694522553
BA2539	3.789754828010589	13.978502747180436
BA2540	2.367178974644086	4.592253604891722
BA2541	2.8473995219050803	7.417264627916515
BA2545	4.148222781045921	9.368149045066335
BA2546	3.393513765871296	6.906706856278332
BA2552	4.825482332332214	12.480830817711963
BA2559	4.0935222417812485	9.529928027515686
BA2561	1.6993347187891574	6.750879843314633
BA2563	4.028599804188247	5.624974228062305
BA2564	2.2915571135581843	6.846327704749135
BA2567	4.686061135891457	9.314424545325542
BA2570	7.716031860771869	17.334215847491553
BA2575	3.6049599889935537	5.477289467005744
BA2577	1.7864264546524835	7.43704400808223
BA2579	5.549669129729157	10.763658341093915
BA2583	4.650822098462011	9.890591627699177
BA2584	2.498962890180857	6.499434090328587
BA2587	3.1944730301033544	7.206419255062711
BA2588	2.9482311460607518	7.474967556882667
BA2589	14.373385488847298	9.229416269372235
BA2592	6.041558832251639	19.169117856989924
BA2593	0.2793411558252956	0.5499673904738163
BA2594	2.002620464581047	9.139083579125286
BA2595	3.0622199092217754	6.547667946907218
BA2597	5.268032257893723	4.217510422821092
BA2600	3.043265721729626	9.353896237028234
BA2603	3.400519555275657	9.768311999403744
BA2618	4.847376827625396	15.46445402601978
BA2619	4.669344395559936	10.24348484377864
BA2620	5.410937505524276	10.216901742287613
BA2621	3.331895635511968	7.688498948557723
BA2622	5.700385710148895	11.856726789983709
BA2623	4.687635763119201	13.446594472046977
BA2629	4.220743627976956	8.594657614716793
BA2631	3.324070000746336	8.41576670737534
BA2634	3.807489429482482	5.922645896258479
BA2636	3.128960487704368	7.065038505416176
BA2639	4.213357199938989	10.010161068121263
BA2644	2.393728396337298	5.2597819078544354
BA2645	10.408685462253883	9.463742795285215
BA2646	3.9355585272575673	10.03274456794311
BA2649	2.5988463660051835	8.712169545197561
BA2651	2.970509296190779	5.018140227249536
BA2653	5.098207134603287	9.771089494494756
BA2655	9.623754754392728	30.556439747727115
BA2656	1.8601716498988876	5.318476119902994
BA2657	4.548592004798873	13.558121784268703
BA2658	3.2523433873784997	4.654695657476833
BA2659	3.5835484156353115	16.718520678385307
BA2660	3.300668694192399	7.836327552343412
BA2662	1.636341335905445	5.873299561545402
BA2663	3.524975217313402	8.080320855742233
BA2667	3.85679667747493	7.957563016351409
BA2670	10.226227798665136	10.815173782482145
BA2674	2.5333257133250093	5.586960032133701
BA2675	3.6731049499312713	8.80433163554737
BA2676	3.0098471887347875	14.295097086991808
BA2677	3.882687295225639	7.976881058970531
BA2681	2.8767867894954944	8.780910687229923
BA2682	4.221148529623751	7.710059959218154
BA2685	4.43315438996534	15.721198305823696
BA2688	5.7155639489306855	9.136700966465709
BA2691	7.358674866434381	9.81666764700157
BA2694	7.191110081874109	6.213926440467708
BA2695	2.111844275522096	3.385600384087774
BA2697	2.820457991863271	3.914813236169825
BA2701	2.40282017119087	6.208919627119961
BA2704	2.927115594886616	7.709101855865436
BA2705	8.750051209172401	7.11128981908457
BA2707	10.67258756535924	7.130671220290234
BA2709	2.432193691661744	6.946880022044021
BA2712	3.037494483285136	8.715074617421482
BA2714	8.66762994741118	11.947381290035214
BA2715	4.204020647117541	7.9908424818815
BA2718	3.211491167613993	8.743801897061989
BA2720	6.890859909853237	12.623245416287624
BA2721	8.15125574652858	7.824177092542211
BA2722	8.229739643225187	21.156102406265585
BA2723	7.151826067165194	10.375714600574018
BA2724	2.784944539455072	5.450778898354078
BA2726	4.361903416807809	9.224656526294682
BA2727	6.321364769685872	7.2063798654766975
BA2728	7.9648433967757635	11.6589570980474
BA2731	1.7722679146604223	3.825267336455325
BA2733	4.024583240227743	5.937480129183587
BA2735	2.731444327315706	8.716166676984766
BA2737	4.229188217803424	8.059068369130218
BA2742	5.036593528652168	9.60144734897058
BA2744	0.8126549723840483	3.4684355266186118
BA2746	2.9041910177817147	7.599745388967682
BA2747	1.8763378679995653	7.651377512409418
BA2748	2.8162460026576808	12.55875252888568
BA2751	4.76076973681974	6.631137259735903
BA2756	1.111935570238528	8.313613699099756
BA2758	6.062618917320017	8.358962769112686
BA2760	8.539751728962072	13.39521223098779
BA2762	3.5909642105886346	6.784312013608401
BA2764	2.5915086660715163	15.078263588638512
BA2765	7.700654472918215	7.699253392049299
BA2769	3.676902735522297	9.361756841663468
BA2772	2.120075486147443	5.990000228879067
BA2775	5.812760930604475	11.231430347123924
BA2776	4.4488934839978524	6.300427536036851
BA2778	3.240793912197436	4.436186959369814
BA2782	4.7248443208520605	8.015532388218636
BA2786	2.8206943341122037	8.750798721553965
BA2787	2.066862180946478	8.772402732286627
BA2789	4.500457340382659	12.690204036147708
BA2791	1.5544306048272218	10.013093916294787
BA2792	2.2792448121159423	9.349854225229196
BA2798	5.91550464000847	11.320668917283385
BA2801	3.8694395842404994	12.300105653747424
BA2802	4.931508671554627	11.674453813334097
BA2804	3.589438287733232	9.948183462781904
BA2806	3.401415561281073	9.239625565942395
BA2808	0.819064482576983	6.253328628485094
BA2809	5.328799203342974	9.480771579524577
BA2811	3.4074422496398213	7.8572391190129185
BA2812	2.51465628861175	9.580850470658854
BA2813	1.972065667664031	6.871862217728357
BA2814	3.700862782404347	10.50067506991098
BA2816	3.515171700617542	7.879227320258685
BA2817	9.31293008506607	8.567011899482022
BA2820	4.846588130075457	7.037460506740012
BA2821	5.077237519978352	17.60763100096741
BA2822	3.126246711724653	10.567069438748083
BA2824	3.815565072493221	4.683691483393542
BA2828	5.866666273141892	9.433810687478156
BA2829	4.412533121502556	7.568162408320408
BA2830	1.6191667403234706	5.473336416357746
BA2832	2.749069369981953	9.992879451805464
BA2836	4.618965161186066	6.428689543614687
BA2837	5.744869449535215	7.69629748433335
BA2839	4.354311439221131	10.702870709793087
BA2840	4.099946945684317	14.098907636349963
BA2841	3.792521694833046	10.86633082856018
BA2842	4.233499753894433	8.122653245216734
BA2843	2.862490859764802	9.97163363501163
BA2844	2.977508842935708	9.285825149104296
BA2846	3.580528100094352	7.114886095215292
BA2850	2.921987811842809	5.097039701059529
BA2851	3.902461648473896	7.930079634666398
BA2852	4.085427724822098	10.733105482199862
BA2855	6.025173019281862	10.412020171563372
BA2856	6.161656320919922	8.123417456297645
BA2858	3.630395410097828	11.732022768469532
BA2860	2.546393016914249	9.580156560415908
BA2861	2.5337914004570834	5.739678316914184
BA2865	4.257434320541161	6.786711420764503
BA2866	2.9389008838841657	13.570153734926146
BA2867	5.641646527484107	6.5776794410019725
BA2868	5.964604552568509	9.41411842427432
BA2870	3.836261463527445	15.218174085191572
BA2871	3.5250437921854045	8.517910766576021
BA2872	4.26359661627193	12.738415912342797
BA2876	7.261962142224723	7.948332469106371
BA2879	7.596005217099052	8.7832317062327
BA2880	3.159207686119105	14.20169997994761
BA2882	3.300934826843552	7.158452857080666
BA2883	11.775412944537448	13.323673284159556
BA2885	3.907464597219572	9.1437329828171
BA2887	3.146872952406261	10.013956036977431
BA2889	0.0498731079218884	0.0526682049279554
BA2893	2.336482779603907	7.428524101497821
BA2901	1.9424594081937123	6.693510757997804
BA2902	2.4312505625627203	9.897790129229035
BA2903	3.6921945453996257	8.231738411041828
BA2904	6.01053790362872	10.079079666847052
BA2905	5.2309590444961005	11.079928175686486
BA2906	5.80146459475505	9.756131041333148
BA2908	4.012735325325014	12.743765720614595
BA2909	4.958228873792411	6.922166908194905
BA2910	3.8606897513758622	9.025651262817592
BA2911	4.872319965407722	11.157070639231096
BA2914	5.074687321245269	6.029033683775086
BA2915	1.2078195904386648	2.432698412466443
BA2921	5.121433273005455	4.687694470296719
BA2922	3.0565970484631064	10.563641838224775
BA2923	4.042348232204146	4.43442129730587
BA2926	3.007893611642617	10.404461026625832
BA2928	4.274176588505172	10.11643727364132
BA2930	7.472293214663799	12.815465943706217
BA2932	4.767341634309132	10.837366964790483
BA2934	3.1170830838869232	8.544368841382356
BA2935	1.4086911080693234	6.18957415651764
BA2937	3.4582205224568563	7.9631102781870515
BA2939	2.785032968374947	4.814820204236246
BA2944	2.851004674538254	10.064472511470012
BA2947	3.095940444457899	6.492174850950838
BA2948	5.163778294194287	16.64618729092987
BA2950	2.8913800203410185	7.245089154829005
BA2951	2.3216460900296405	5.174473590117093
BA2952	6.03488446143655	16.129897557537284
BA2953	1.818548601040591	5.61233345548178
BA2955	2.255907059828389	4.626903249324755
BA2956	3.360693070237612	5.528563793050033
BA2962	2.785922003031013	10.754058816270438
BA2970	2.9196811894918704	7.655852368698684
BA2972	1.7120661270914692	4.875855602823917
BA2976	0.87167947244554	6.668422614850322
BA2978	5.1081671668546775	6.517289850731646
BA2981	1.274137864358842	6.277416724940326
BA2984	2.267118229147408	4.623263901162467
BA2986	5.357700398436639	10.61649522660097
BA2989	4.289501979920624	10.501458838357118
BA2992	5.991612638326476	11.530571617754989
BA2993	2.5529658234579435	6.377924762484255
BA2994	3.492224342562355	7.09209433756163
BA2995	4.790563516597835	7.927022872959648
BA2999	3.601013405149621	5.533919986013618
BA3001	3.5275293017384137	8.967662310686702
BA3002	9.019752117043806	16.7972457877744
BA3004	4.35634152728715	7.085755351782302
BA3006	2.652376103731922	7.136737262954476
BA3008	0.199879745930379	0.2984697073842119
BA3009	2.681695563471374	6.894381047571565
BA3010	1.1623502273439763	5.412972758144391
BA3011	2.398829348580604	19.55809814346926
BA3013	2.810748531114694	9.247982876855191
BA3023	4.318009680827968	4.0703173877139145
BA3025	3.619626705844733	4.821452582837324
BA3027	5.834669199458067	8.311939681222812
BA3029	5.010356662328836	5.9919030611137964
BA3030	4.38479156773952	11.048257548925138
BA3037	5.63800106285749	7.5162662118315
BA3038	7.296101706545303	13.281945296374737
BA3040	2.2498752964790736	14.055834341442273
BA3042	3.7988343481337097	10.083466709865757
BA3043	3.6132582916833034	7.858543977921846
BA3049	2.244571785696069	12.85756735103648
BA3051	2.489943377637812	10.971059465533544
BA3053	9.08429912362472	13.537613702438962
BA3064	4.043156636482997	6.173738741923538
BA3067	5.901384252800535	7.462077652141978
BA3068	6.452654746357529	10.92123400166833
BA3070	4.567287575858389	7.295000725895216
BA3071	7.397138261132724	10.52390611206101
BA3072	5.590209267134697	8.537634657826874
BA3075	4.484482095456577	5.0177523164792746
BA3076	4.782315004947172	6.436084135633871
BA3077	9.982110185032276	16.521622849251806
BA2040	5.154296683439623	10.369023486536902
BA2160	4.730697802590289	9.025528918383657
BA2303	5.247483689449449	8.486958621868874
BA2353	5.99395595912219	9.912825000169375
BA2516	4.658620293832935	12.22145040127422
BA2590	6.263800261145639	11.020519906011817
BA2647	6.220445405608574	14.01612973269423
BA2891	4.287411787386368	6.276369361840032
BA2924	7.834336738364445	17.079325553908557
BA2971	9.256789497897058	8.74346075786503
BA3036	5.3220575155127126	6.274789637985522
BA3059	9.516234159787691	15.366874484849632
BA3073	5.017396912472017	12.639113852233436
BA3078	9.197906119533414	16.694293404719758
BA3079	2.060022186627446	8.381004427762392
BA3083	5.951659660498906	14.810650623264374
BA3084	4.521240255815035	8.931039707541247
BA3085	5.00007900069415	10.595121842708444
BA3087	9.144753877174908	18.36457240150483
BA3089	8.891346760242428	10.809715902166948
BA3094	5.705742843077889	8.270966085411256
BA3095	5.296395227399311	12.881896387377646
BA3098	7.188212791793329	9.590542634787692
BA3099	6.626191371311687	15.955877745803877
BA3103	4.504931325367331	12.263914273744836
BA3108	5.323437790100341	20.79246823882168
BA3109	20.28004238581594	8.027688129345798
BA3110	7.8660960481279165	8.592635501023473
BA3114	6.105203524533998	10.589312921282527
BA3116	4.747270306856226	6.607313984515323
BA3117	4.300068495441089	16.365237048266398
BA3118	6.872628563773899	12.705569947122092
BA3119	5.060841363188459	12.810425741677957
BA3123	3.898932958332124	6.382645609230425
BA3124	4.211257624532631	9.284977057831163
BA3126	3.981409031603605	11.412819087950716
BA3128	6.460443952708552	8.810140240962603
BA3130	7.511453674234083	8.426457892847933
BA3133	8.499158140092135	16.356477365148123
BA3135	8.522189846766814	9.496110992875614
BA3136	6.441042423436487	11.243952690380354
BA3137	3.4021475292946715	9.02747316791148
BA3138	5.840394730148105	11.423077315635409
BA3139	4.359850216478632	21.45425266023014
BA3141	5.15881194479065	12.966304139588166
BA3142	3.228721815449189	14.091857300176931
BA3145	5.807409934417001	10.354261631048317
BA3146	4.117694704120277	7.933065611315002
BA3149	5.924088560379679	6.029497936530812
BA3152	6.029652874868258	14.817160210145763
BA3153	15.270104644434229	11.934807261655983
BA3154	17.05706932733878	10.37847228212452
BA3156	4.160158867385534	20.914478818740264
BA3157	3.5715714761399338	10.776595378268189
BA3158	2.9313230726556228	10.1711382617597
BA3162	4.290860343564755	11.237044105692334
BA3163	4.805087802604695	8.312243991569263
BA3164	14.50489880003908	14.73226368307242
BA3167	4.0482769121637	7.282263747764319
BA3169	4.741973470092588	16.814891128842294
BA3171	8.61686780946633	19.46649574711684
BA3173	4.759635918289058	13.476480334718383
BA3174	7.390541200910023	9.1782654338674
BA3175	3.312143711293571	5.595467776707004
BA3176	3.239196719653312	10.516834615247337
BA3177	9.57332742669242	19.33996055650852
BA3178	3.097280675060638	11.331439290758995
BA3180	7.177854576489217	14.02641990095722
BA3181	3.618457608293061	9.503419985420877
BA3182	8.177361755186574	14.978060789083155
BA3183	5.602880323105434	14.519903017517604
BA3185	13.780098300668916	12.291302372484742
BA3186	7.705085424669186	14.913191470830974
BA3187	4.573337273722364	11.349434096297829
BA3189	10.150607509403846	11.932120982129211
BA3190	6.994924120150022	19.097652187768876
BA3191	5.293425639782923	8.862948952022187
BA3192	6.040556651086022	19.90767000833373
BA3194	7.046636242563006	15.667454413013024
BA3195	4.73927685129155	8.708910526307639
BA3197	4.623224688099745	8.465826631517633
BA3199	4.474964745353582	19.909073905218158
BA3200	4.638225387075532	10.909278309870528
BA3202	8.109545436047824	16.823737521829127
BA3203	4.630713738190288	19.44197628482391
BA3206	4.345930184396738	8.41819053439068
BA3207	8.487468336179221	18.366640693630632
BA3208	3.357682561334285	6.102771587580501
BA3210	8.918265321579543	14.175531101627
BA3211	3.482211773791408	8.689275557787132
BA3212	8.439200740205377	18.35884200611968
BA3213	4.701258300814342	13.56965681003816
BA3214	4.753128775728115	10.371187620116046
BA3216	4.570875061083815	9.438854222222687
BA3217	3.5272767413174075	11.88035751769358
BA3219	6.7697119099296525	11.093733857751708
BA3221	4.68195419415222	8.869172543186263
BA3222	7.356868087314	23.17656100981065
BA3225	5.57349571253324	11.151218427400725
BA3226	4.368823703780882	9.794689013130396
BA3227	4.6938712842012125	9.959340799942916
BA3228	8.16885112768402	16.46223049863661
BA3229	7.14863337016497	14.888690691276398
BA3230	2.601041897898744	10.88702275122798
BA3232	5.273816316043103	10.619888613709852
BA3234	6.84080111372545	13.592360891893474
BA3235	5.744575020480072	7.74587284666574
BA3237	3.867351128900715	9.877675574769016
BA3240	6.688671407295836	18.87188791833453
BA3242	2.1328306165285422	5.801530323141875
BA3243	4.237595034091462	7.550988075131212
BA3245	7.741862667336584	10.676015899769338
BA3249	3.873134402727617	6.683662417446377
BA3250	8.624428707918842	11.761587752013284
BA3251	3.379874967891091	7.336191837077552
BA3255	5.867164642055073	10.457541463274575
BA3258	4.956553435856382	13.18937285519026
BA3260	9.314008794527496	20.570341633841405
BA3261	4.267873701885583	10.313149155349263
BA3264	7.534090095177429	17.167519551517515
BA3266	9.594244881613864	15.986410426489345
BA3268	5.97757853191581	33.269145031387254
BA3269	11.987051389637656	9.949139208808512
BA3270	6.758984854086662	17.86849096029282
BA3271	6.534386432089192	13.764132629312732
BA3273	10.541882279903747	7.8145711334608
BA3275	7.75808248633983	14.962094263120866
BA3277	16.25122057055359	10.81707913018485
BA3280	4.552683533896225	8.696961129621478
BA3283	4.584475585133008	12.250071841697912
BA3285	3.8633582951325938	25.58677903338585
BA3286	5.092828133963098	9.58094773570941
BA3289	2.885983483306348	5.473680908679123
BA3290	5.88628664754098	18.14242124639833
BA3293	9.136056625290012	16.07744382884652
BA3295	7.878679835971935	14.657653131414444
BA3296	6.043318631790028	16.831911144316937
BA3297	8.124776290809791	16.19473077928634
BA3299	6.692850755716531	8.700308143455324
BA3300	4.238831267343383	8.41754525873113
BA3302	5.651492299353946	17.931316082994414
BA3305	4.211740493237931	13.210384284552964
BA3306	7.910169922402488	11.499892572410136
BA3308	3.2308133713821383	13.816117444757213
BA3310	3.255793814582394	7.100560037626962
BA3311	10.743162486383795	14.976188771036478
BA3312	5.508115150126132	19.56142930717515
BA3315	5.745285853628462	36.35478052805157
BA3317	4.260046421519901	11.16052886825041
BA3318	10.105332372359085	27.032917147356
BA3319	8.428098329023237	15.667229116628087
BA3322	5.683721734157559	12.591249945719875
BA3324	11.844666182431672	18.160367263148338
BA3325	4.368456182733874	6.980786815663781
BA3326	4.93600614432353	13.32551613432835
BA3328	7.098309397261654	16.533021042745304
BA3329	6.746508359690237	15.802833118921944
BA3332	4.649296257404249	15.290522516662271
BA3333	7.547132476041092	11.232635186040444
BA3334	3.528274362727172	9.617271313844697
BA3335	7.091580570767574	9.93084257211786
BA3339	7.019589248692965	11.679638650782366
BA3341	8.663813855542353	10.240655098975587
BA3345	3.7714062294803874	9.919192049605591
BA3347	2.9348124064358347	6.208006682575883
BA3351	6.775407552184414	13.581704757796958
BA3352	3.62868149746901	6.888519922529282
BA3353	4.93549943076808	14.586040996840996
BA3357	4.681987493703068	11.209355070417873
BA3362	5.68418666505324	8.905632409862548
BA3367	5.68926974100486	10.039284949472163
BA3369	9.585296101673013	16.31057767629538
BA3371	4.375848646867501	18.356492926805508
BA3373	10.96786907577842	19.10898852239754
BA3374	2.549977047000934	7.641555016365422
BA3375	3.385836344803532	7.289816251366465
BA3376	3.90829600128676	8.25316147398542
BA3379	3.738245720697547	13.718532115610602
BA3380	6.100530741961105	14.386382464764022
BA3381	7.051428679054405	21.6398934611554
BA3384	5.239911858253687	8.60671952794259
BA3385	4.315796105272946	8.637224402417177
BA3386	6.514890193989474	13.73361633394758
BA3388	3.953201252514012	6.49690010795364
