	ABL1	LUC7L2
BA3300	0.0211211247296323	0.3023865661037328
BA3302	0.0303640951694304	0.3964488987265672
BA3305	0.0147007930785868	0.2208104743947095
BA3306	0.0206741167988464	0.2865276138164726
BA3308	0.0207624369142033	0.2125122834344428
BA3310	0.0220061283345349	0.2287092146253484
BA3311	0.0114113193943763	0.2255962042957862
BA3312	0.0251261715933669	0.3669343198338525
BA3315	0.0143006488824801	0.3577498497021369
BA3317	0.0217303532804614	0.2592609990708859
BA3318	0.0297746935832732	0.309355440782642
BA3319	0.0158723864455659	0.260008990544898
BA3322	0.0114095169430425	0.1960784281576214
BA3324	0.0199585436193222	0.1840295130349237
BA3325	0.008613914924297	0.1987086954145488
BA3326	0.0136049026676279	0.2457847461332459
BA3328	0.0238320115356885	0.3042193392359403
BA3329	0.0240699351117519	0.5743447013171558
BA3332	0.0214257390050468	0.4100229409192764
BA3333	0.0258345349675558	0.3270348964311089
BA3334	0.0063284066330209	0.2043946275345685
BA3335	0.0219340302811824	0.2683559053396732
BA3339	0.0081434751261715	0.2556380827458053
BA3341	0.0315843547224224	0.1473478985626058
BA3345	0.0086535688536409	0.1343210498988905
BA3347	0.0091204037490987	0.1894316144723178
BA3351	0.02288752703677	0.3866630458545117
BA3352	0.0120475847152126	0.2491874624255342
BA3353	0.0246917808219178	0.3734680138820572
BA3357	0.0200486661860129	0.2997199540908345
BA3362	0.0155894015861571	0.2787774361917254
BA3367	0.0081957462148521	0.2487408728206809
BA3369	0.0196160778658976	0.3736872984642291
BA3371	0.0122458543619322	0.2393227031753839
BA3373	0.0306218457101658	0.2581068754440618
BA3374	0.0103550829127613	0.1254688336885828
BA3375	0.0152433309300648	0.2136092392195441
BA3376	0.0162545061283345	0.2928721648357654
BA3379	0.0181542898341744	0.2975713504946166
BA3380	0.0142591925018024	0.1690025823905558
BA3381	0.0167501802451333	0.3302117286986937
BA3384	0.0072999279019466	0.2276423457397387
BA3385	0.0116690699351117	0.2375804230201672
BA3386	0.0239509733237202	0.3941902224408373
BA3388	0.0093096611391492	0.166368626004263
BA3390	0.0079866618601297	0.1720058206263321
BA3394	0.0117916366258111	0.1602617232333169
BA3395	0.0144935111751982	0.1934774553205443
BA3397	0.0168493150684931	0.4021949090014757
BA3399	0.0047422494592646	0.1617290402798273
BA3400	0.0321106705118961	0.3551904000655845
BA3403	0.0235742609949531	0.3504402497677215
BA3405	0.0131092285508291	0.2097583483631196
BA3406	0.0152865897620764	0.2468392905940864
BA3407	0.0167718096611391	0.22516831994316
BA3408	0.0113987022350396	0.2753722058260917
BA3410	0.015310021629416	0.1318077280428485
BA3411	0.0167411679884643	0.2264312182324971
BA3412	0.0209841384282624	0.3467405039077444
BA3413	0.0226099495313626	0.263780127889818
BA3415	0.0468709444844989	0.2984868830955894
BA3416	0.0243979812545061	0.2993035606930098
BA3417	0.0155136986301369	0.2866499699404274
BA3418	0.0136211247296322	0.3431141580586981
BA3421	0.0068943763518385	0.1587856615838662
BA3422	0.025726387887527	0.2812046783625731
BA3423	0.0239113193943763	0.2486384516587418
BA3427	0.0089401586157173	0.2357469530524129
BA3430	0.0045998558038932	0.1312791714488713
BA3431	0.0114131218457101	0.217567797999672
BA3433	0.0253460706560922	0.3520727988194786
BA3434	0.0106434751261715	0.2578206536590698
BA3435	0.0162527036770007	0.2585838798710171
BA3436	0.0194935111751982	0.2578179346340929
BA3438	0.026249098774333	0.2663294255888943
BA3445	0.0117375630857966	0.5290139230474942
BA3446	0.0113987022350396	0.2401816281357599
BA3447	0.0030984138428262	0.0938593758539651
BA3448	0.0086860129776496	0.2422742799366016
BA3449	0.0130155010814708	0.3376724189757883
BA3450	0.0171034607065609	0.282691206208668
BA3451	0.0128244412400865	0.1918864567961961
BA3452	0.0115663302090843	0.2980391457616003
BA3453	0.0135562364816149	0.2563015794939061
BA3454	0.0264077144917087	0.4586858228124829
