	NPM1	RUNX1
BA3283	8.2960419873451	6.99719018449603
BA3390	7.6160759273921	6.7421473941764
BA3275	8.48906113697349	8.79942491234482
BA3136	7.65276972214058	7.3634906067475
BA3190	9.28397254525379	6.3129901827468
BA3234	6.61979235879454	7.18812871773308
BA3087	7.02052497875875	6.70026474055664
BA3454	8.53473617000875	8.91420804405317
BA3302	9.56915130536806	8.70980864868103
BA3117	9.28155652487085	6.92303478434711
BA3083	7.86962495676443	7.47111652375221
BA3266	8.43277580504712	8.10917947996904
BA3175	7.8503248353151	6.81811142246577
BA3268	8.75396729152058	7.69160326863138
BA3229	8.84624370479657	8.43517613550052
BA3353	8.75396729152058	8.01965582601105
BA3312	8.50918028997297	6.59734342436169
BA3119	9.01658796485945	8.80867768640892
BA3138	8.45696872743274	6.93219471408877
BA3219	6.95344802847081	6.15742620510153
BA3388	8.59260663428802	7.17913715940168
BA3357	8.78290910408921	6.52988298875597
BA3351	8.15090969693391	6.67058412961645
BA3208	8.95099667095566	7.83130382680857
BA3310	9.070312190258	8.26396477173174
BA3200	8.31128742473223	8.25974759702626
BA3325	8.57129520837751	7.82988769642495
BA3146	8.49406416345013	8.33560901482561
BA3211	8.8589671548512	8.91751782379931
BA3237	8.70112769787832	7.06020993945392
BA3130	6.67668520784891	6.37928950311348
BA3376	8.59529250724368	8.81487669872437
BA3137	8.43517613550052	8.09619809378225
BA3300	8.91122222327466	7.27205163282357
BA3375	8.53473617000875	8.75098362594822
BA3249	8.81669913828123	7.22204702944845
BA3385	8.46185834013681	7.86087718753597
BA3242	8.93752128537319	8.04242466385173
BA3446	8.44966638628301	7.33163994376767
BA3416	8.97829037472744	6.70309367478267
BA3123	9.38574669180088	6.44275689894875
