	TP53	NRAS
BA3295	6.45945806358587	6.93764309063722
BA3283	4.76674888665219	8.04414638908848
BA3390	5.34118303710199	7.48695721637732
BA3275	6.32590234144832	7.32217874930828
BA3136	6.5835484694239	7.12340588419214
BA3190	4.91158461915654	7.66132793104992
BA3234	5.9027386298111	7.18320770184298
BA3087	7.42202383501609	7.03474280183588
BA3454	7.2925108116234	6.88364306076419
BA3302	7.58759859001841	7.00642277827321
BA3117	7.35390839708449	7.25976697827341
BA3083	6.26033254809805	6.76898394569665
BA3266	6.52120608932454	6.95411223232461
BA3175	5.8625242189267	7.40609048790591
BA3268	7.34370807957505	7.09119041085949
BA3229	6.73467335194796	6.69247942029726
BA3353	7.34734759358865	6.70809549173072
BA3312	7.11817234858432	6.69465878054587
BA3119	7.49457772487061	6.93292476022611
BA3138	4.92243921737633	7.41990509181254
BA3219	6.14458786712028	6.88098331936924
BA3388	5.34047969998426	7.19903013947942
BA3357	6.87403385388121	7.25790347094091
BA3351	6.44710159988793	7.55633666761795
BA3208	6.7831717134386	6.88802086010583
BA3310	6.02657524046515	7.38848640256579
BA3200	7.51299557490928	7.04988485075939
BA3325	4.95195453348281	7.71867822819813
BA3146	6.79754404909056	7.11145591609312
BA3211	7.07770710445007	6.88430660085161
BA3237	5.46883804276646	6.73527749858946
BA3130	5.8309436081772	7.31484141146978
BA3376	7.06885426902192	6.69080762366511
BA3137	6.3931237186825	7.17761745050204
BA3300	7.25440312060941	7.22127084858972
BA3375	6.90161368403515	7.31758513982701
BA3249	5.51912136607038	7.70582137825133
BA3385	6.72296106322052	6.92898560318184
BA3242	6.60579006500373	6.72355108630667
BA3446	6.00513768153823	7.02624764830014
BA3416	7.48382605156173	6.99175546936536
BA3123	6.52477924694933	7.17197273809379
