	NRAS	TP53
BA3283	8.04414638908848	4.76674888665219
BA3390	7.48695721637732	5.34118303710199
BA3275	7.32217874930828	6.32590234144832
BA3136	7.12340588419214	6.5835484694239
BA3190	7.66132793104992	4.91158461915654
BA3234	7.18320770184298	5.9027386298111
BA3087	7.03474280183588	7.42202383501609
BA3454	6.88364306076419	7.2925108116234
BA3302	7.00642277827321	7.58759859001841
BA3117	7.25976697827341	7.35390839708449
BA3083	6.76898394569665	6.26033254809805
BA3266	6.95411223232461	6.52120608932454
BA3175	7.40609048790591	5.8625242189267
BA3268	7.09119041085949	7.34370807957505
BA3229	6.69247942029726	6.73467335194796
BA3353	6.70809549173072	7.34734759358865
BA3312	6.69465878054587	7.11817234858432
BA3119	6.93292476022611	7.49457772487061
BA3138	7.41990509181254	4.92243921737633
BA3219	6.88098331936924	6.14458786712028
BA3388	7.19903013947942	5.34047969998426
BA3357	7.25790347094091	6.87403385388121
BA3351	7.55633666761795	6.44710159988793
BA3208	6.88802086010583	6.7831717134386
BA3310	7.38848640256579	6.02657524046515
BA3200	7.04988485075939	7.51299557490928
BA3325	7.71867822819813	4.95195453348281
BA3146	7.11145591609312	6.79754404909056
BA3211	6.88430660085161	7.07770710445007
BA3237	6.73527749858946	5.46883804276646
BA3130	7.31484141146978	5.8309436081772
BA3376	6.69080762366511	7.06885426902192
BA3137	7.17761745050204	6.3931237186825
BA3300	7.22127084858972	7.25440312060941
BA3375	7.31758513982701	6.90161368403515
BA3249	7.70582137825133	5.51912136607038
BA3385	6.92898560318184	6.72296106322052
BA3242	6.72355108630667	6.60579006500373
BA3446	7.02624764830014	6.00513768153823
BA3416	6.99175546936536	7.48382605156173
BA3123	7.17197273809379	6.52477924694933
