	NPM1	IDH2
BA3283	8.2960419873451	8.01965582601105
BA3390	7.6160759273921	7.18154554634955
BA3275	8.48906113697349	8.68106286594684
BA3136	7.65276972214058	7.50539293842063
BA3190	9.28397254525379	8.03197078783115
BA3234	6.61979235879454	7.45963779857083
BA3087	7.02052497875875	8.67155422607777
BA3454	8.53473617000875	8.23886821722062
BA3302	9.56915130536806	9.01306871894599
BA3117	9.28155652487085	9.1314039045803
BA3083	7.86962495676443	7.77846043065093
BA3266	8.43277580504712	8.04934885751887
BA3175	7.8503248353151	7.73200199894925
BA3268	8.75396729152058	8.48407580140491
BA3229	8.84624370479657	8.03197078783115
BA3353	8.75396729152058	8.68106286594684
BA3312	8.50918028997297	9.36044459889599
BA3119	9.01658796485945	8.78717245605116
BA3138	8.45696872743274	7.65513327960109
BA3219	6.95344802847081	6.87788091401863
BA3388	8.59260663428802	7.6160759273921
BA3357	8.78290910408921	8.72037345844597
BA3351	8.15090969693391	8.41846114844672
BA3208	8.95099667095566	7.31039812260742
BA3310	9.070312190258	9.04860912314158
BA3200	8.31128742473223	8.33560901482561
BA3325	8.57129520837751	7.62683244469809
BA3146	8.49406416345013	8.05801802157941
BA3211	8.8589671548512	9.04501990946176
BA3237	8.70112769787832	8.28311530497155
BA3130	6.67668520784891	7.29515347515493
BA3376	8.59529250724368	8.15090969693391
BA3137	8.43517613550052	8.43037965011906
BA3300	8.91122222327466	9.14833321497193
BA3375	8.53473617000875	8.63341745058943
BA3249	8.81669913828123	8.83544161006383
BA3385	8.46185834013681	7.76466876898383
BA3242	8.93752128537319	7.93658206656699
BA3446	8.44966638628301	7.38062061343463
BA3416	8.97829037472744	9.12586826213153
BA3123	9.38574669180088	8.07424285809521
