	FLT3	RUNX1
BA3295	7.19903013947942	7.58290428004672
BA3283	7.07329793491951	6.99719018449603
BA3390	7.66613976188412	6.7421473941764
BA3275	9.75293118746352	8.79942491234482
BA3136	10.7487601826414	7.3634906067475
BA3190	6.31492475633183	6.3129901827468
BA3234	8.87824586229709	7.18812871773308
BA3087	10.5694287909356	6.70026474055664
BA3454	9.36916799017741	8.91420804405317
BA3302	9.94271473100152	8.70980864868103
BA3117	7.76884228347361	6.92303478434711
BA3083	8.69249597847146	7.47111652375221
BA3266	9.53484314535953	8.10917947996904
BA3175	7.50539293842063	6.81811142246577
BA3268	8.86536741111737	7.69160326863138
BA3229	7.60395254604328	8.43517613550052
BA3353	9.2109276242084	8.01965582601105
BA3312	6.17860539471144	6.59734342436169
BA3119	9.73079295605488	8.80867768640892
BA3138	6.22856369307102	6.93219471408877
BA3219	8.76897254396233	6.15742620510153
BA3388	6.75887216800442	7.17913715940168
BA3357	7.54512561180818	6.52988298875597
BA3351	7.61484500491846	6.67058412961645
BA3208	10.1678932710614	7.83130382680857
BA3310	10.4909547063744	8.26396477173174
BA3200	9.51078302100883	8.25974759702626
BA3325	9.64527993925034	7.82988769642495
BA3146	9.1755941413251	8.33560901482561
BA3211	9.14863087419242	8.91751782379931
BA3237	4.84846415253514	7.06020993945392
BA3130	3.94134754989613	6.37928950311348
BA3376	9.89297540900361	8.81487669872437
BA3137	7.68273154484305	8.09619809378225
BA3300	6.75887216800442	7.27205163282357
BA3375	9.51556606369543	8.75098362594822
BA3249	8.25947387855203	7.22204702944845
BA3385	8.68106286594684	7.86087718753597
BA3242	8.87501645157825	8.04242466385173
BA3446	7.88191833711993	7.33163994376767
BA3416	9.94271473100152	6.70309367478267
BA3123	6.24726489639171	6.44275689894875
