	IDH2	NPM1
BA3283	8.01965582601105	8.2960419873451
BA3390	7.18154554634955	7.6160759273921
BA3275	8.68106286594684	8.48906113697349
BA3136	7.50539293842063	7.65276972214058
BA3190	8.03197078783115	9.28397254525379
BA3234	7.45963779857083	6.61979235879454
BA3087	8.67155422607777	7.02052497875875
BA3454	8.23886821722062	8.53473617000875
BA3302	9.01306871894599	9.56915130536806
BA3117	9.1314039045803	9.28155652487085
BA3083	7.77846043065093	7.86962495676443
BA3266	8.04934885751887	8.43277580504712
BA3175	7.73200199894925	7.8503248353151
BA3268	8.48407580140491	8.75396729152058
BA3229	8.03197078783115	8.84624370479657
BA3353	8.68106286594684	8.75396729152058
BA3312	9.36044459889599	8.50918028997297
BA3119	8.78717245605116	9.01658796485945
BA3138	7.65513327960109	8.45696872743274
BA3219	6.87788091401863	6.95344802847081
BA3388	7.6160759273921	8.59260663428802
BA3357	8.72037345844597	8.78290910408921
BA3351	8.41846114844672	8.15090969693391
BA3208	7.31039812260742	8.95099667095566
BA3310	9.04860912314158	9.070312190258
BA3200	8.33560901482561	8.31128742473223
BA3325	7.62683244469809	8.57129520837751
BA3146	8.05801802157941	8.49406416345013
BA3211	9.04501990946176	8.8589671548512
BA3237	8.28311530497155	8.70112769787832
BA3130	7.29515347515493	6.67668520784891
BA3376	8.15090969693391	8.59529250724368
BA3137	8.43037965011906	8.43517613550052
BA3300	9.14833321497193	8.91122222327466
BA3375	8.63341745058943	8.53473617000875
BA3249	8.83544161006383	8.81669913828123
BA3385	7.76466876898383	8.46185834013681
BA3242	7.93658206656699	8.93752128537319
BA3446	7.38062061343463	8.44966638628301
BA3416	9.12586826213153	8.97829037472744
BA3123	8.07424285809521	9.38574669180088
