	FLT3	IDH1
BA3295	7.19903013947942	6.95685605328487
BA3283	7.07329793491951	4.52802366345833
BA3390	7.66613976188412	6.48606087387678
BA3275	9.75293118746352	5.95983280142242
BA3136	10.7487601826414	6.95277524354107
BA3190	6.31492475633183	3.77167081659145
BA3234	8.87824586229709	7.38666974161584
BA3087	10.5694287909356	7.023488210081
BA3454	9.36916799017741	7.90342171341614
BA3302	9.94271473100152	6.22020638596937
BA3117	7.76884228347361	6.29962436721057
BA3083	8.69249597847146	7.1646982323911
BA3266	9.53484314535953	7.13433489569232
BA3175	7.50539293842063	6.58201675131977
BA3268	8.86536741111737	6.01912446509313
BA3229	7.60395254604328	5.89918966262517
BA3353	9.2109276242084	6.21363363803942
BA3312	6.17860539471144	7.07025966230358
BA3119	9.73079295605488	5.61255399082521
BA3138	6.22856369307102	4.09314534792602
BA3219	8.76897254396233	7.40510623344956
BA3388	6.75887216800442	4.60437364883205
BA3357	7.54512561180818	5.97400576389771
BA3351	7.61484500491846	6.82369230677028
BA3208	10.1678932710614	6.47077724815555
BA3310	10.4909547063744	5.16463165990358
BA3200	9.51078302100883	6.14502031934272
BA3325	9.64527993925034	5.51500276467509
BA3146	9.1755941413251	7.13831231065164
BA3211	9.14863087419242	6.45249909303564
BA3237	4.84846415253514	4.78751391876221
BA3130	3.94134754989613	6.78491577385659
BA3376	9.89297540900361	7.68775219309565
BA3137	7.68273154484305	6.43000064848533
BA3300	6.75887216800442	5.75454478360845
BA3375	9.51556606369543	6.3544519231975
BA3249	8.25947387855203	5.2440093257159
BA3385	8.68106286594684	7.09119041085949
BA3242	8.87501645157825	5.9610279397687
BA3446	7.88191833711993	6.49002795768883
BA3416	9.94271473100152	6.56633757408764
BA3123	6.24726489639171	5.05648239319286
