	NPM1	SRP72
BA3258	7.18983138735934	6.7789181692916
BA3295	8.05972702484149	6.97731252665637
BA3283	8.2960419873451	7.35863482899504
BA3390	7.6160759273921	7.14998539597838
BA3275	8.48906113697349	7.56679847925559
BA3136	7.65276972214058	7.32779530563549
BA3190	9.28397254525379	7.58065740201547
BA3234	6.61979235879454	6.43000064848533
BA3087	7.02052497875875	7.72809482559201
BA3454	8.53473617000875	7.46163860381834
BA3302	9.56915130536806	7.68013043810275
BA3117	9.28155652487085	7.58879646153396
BA3083	7.86962495676443	7.12964479628402
BA3266	8.43277580504712	7.51732737025111
BA3175	7.8503248353151	7.46363654414575
BA3268	8.75396729152058	7.71347289714959
BA3229	8.84624370479657	7.07103568667065
BA3353	8.75396729152058	7.85777881958234
BA3312	8.50918028997297	7.37771038448057
BA3119	9.01658796485945	7.54295367203655
BA3138	8.45696872743274	7.00853195755675
BA3219	6.95344802847081	7.13831231065164
BA3388	8.59260663428802	7.1743962727285
BA3357	8.78290910408921	8.04591780353771
BA3351	8.15090969693391	8.10359885745946
BA3208	8.95099667095566	7.68529642962647
BA3310	9.070312190258	7.86810697410873
BA3200	8.31128742473223	7.66613976188412
BA3325	8.57129520837751	7.6685963483501
BA3146	8.49406416345013	7.91578361841166
BA3211	8.8589671548512	7.57724219112205
BA3237	8.70112769787832	7.71472395965624
BA3130	6.67668520784891	7.04494223347583
BA3376	8.59529250724368	7.57834177713667
BA3137	8.43517613550052	7.52657913903788
BA3300	8.91122222327466	8.15067915419522
BA3375	8.53473617000875	7.52776715607633
BA3249	8.81669913828123	8.48841185012255
BA3385	8.46185834013681	7.63755645913212
BA3242	8.93752128537319	7.64135506224067
BA3446	8.44966638628301	6.96156655492073
BA3416	8.97829037472744	7.7605970351598
BA3123	9.38574669180088	7.41208134893628
