	SF3B1	TET2
BA2621	2.302562167266556	0.0406197178972113
BA2622	5.740018604941144	3.030274707153121
BA2623	3.1361912788673103	0.0301487942848257
BA2629	8.522674344341194	0.0157806315920155
BA2631	3.2329857166970037	0.6914948452657579
BA2634	1.1973282787502224	0.016415043802871
BA2636	0.6665113492421927	0.6956396681970652
BA2639	1.362958086800756	0.0283026782001694
BA2644	1.159654428614658	0.0570226420266328
BA2645	1.6553232028782536	0.0221949160709978
BA2646	2.292427173098183	1.0309420005649876
BA2649	2.054793558903989	0.0142763429928711
BA2651	0.9328784512660028	0.0078328132149125
BA2653	0.8253166337449686	0.0199704553977837
BA2655	7.299985941750644	0.0235793516385719
BA2656	1.3059148202384048	0.0062817057902899
BA2657	3.998831667480205	0.0338301187480335
BA2658	1.8268710853211807	0.0556418423610936
BA2659	2.2619259953681525	0.0401118245383234
BA2660	5.050824973655039	0.0100493961003844
BA2662	1.2953582838747546	0.0580634321576775
BA2663	0.7875701277787662	1.721358932612982
BA2667	3.8148880510202687	1.021605504734603
BA2670	0.0964147890654343	0.0305727457315168
BA2674	3.0719907515118887	0.0256669917373862
BA2675	5.470604185389457	0.6813225662154406
BA2676	2.955025113249121	0.0301463703501357
BA2677	2.3230404214585607	1.3586681933239677
BA2681	3.0673529206032044	0.681949100638554
BA2682	3.793461043671051	2.02101912331657
BA2685	1.388581302908514	0.0151187920332011
BA2688	0.6458573099095072	0.0066582324278303
BA2691	7.970834409180971	4.026547169848107
BA2694	6.238474858619174	0.6752507152056427
BA2695	0.5278184851152868	0.0246328674267388
BA2697	1.3509235182574766	0.0472743144230068
BA2701	1.360539490071029	0.6809466455615727
BA2704	5.085740183175416	2.3646506485685164
BA2705	3.501425882081017	0.6886133929031092
BA2707	2.5197496582377994	0.0291530050282417
BA2709	1.3205904920919496	0.017502652759394
BA2712	1.4752564014835297	0.0091284590009099
BA2714	7.656167967567946	1.3581627238997696
BA2715	0.4659300873907615	0.0111412469426147
BA2718	5.882814926834757	0.0191766431339494
BA2720	1.0380797982424526	0.0051113668889151
BA2721	5.548940628416671	0.0393611951979324
BA2722	3.9711216110799374	0.6723200200828258
BA2723	1.877678906239308	0.0187325361433692
BA2724	0.9589716341175236	0.0242484630014561
BA2726	1.6021027613169287	0.6913689323974627
BA2727	3.2411675798066057	0.017165673143262
BA2728	3.304925770314513	0.0411592804897654
BA2731	1.0221442669866077	1.0281804012339093
BA2733	1.1356592170870456	0.0080013030229785
BA2735	1.176214772642601	0.0061606407913746
BA2737	1.817379873817898	0.0066600503788478
BA2742	1.265688443647633	0.7067797031723351
BA2744	0.6826428444347123	0.0098821182596633
BA2746	2.246847036514953	0.0576114473793551
BA2747	2.6896423547909816	0.6838305218589112
BA2748	8.612325169056342	1.019135884145196
BA2751	2.820195249239303	0.6863883262462225
BA2756	0.9703809793178744	0.0096825652016036
BA2758	1.8323795468818664	0.6967309130556232
BA2760	0.5152849513625629	0.0295654427851557
BA2762	2.552687809543795	0.0214832277683428
BA2764	1.509975563432433	0.0247107495022107
BA2765	2.39289134623134	1.4035410734942797
BA2769	1.654345839016698	1.3687547125110704
BA2772	1.1316888526978304	0.0095536224149461
BA2775	5.604863226691362	0.0478570599390043
BA2776	2.6182270335041005	0.6996166073039792
BA2778	1.421190336075034	0.0471088545333032
BA2782	1.5311907466458643	0.0712101952379273
BA2786	0.7852042741944069	0.044417865473627
BA2787	1.800247437353734	2.053586477479618
BA2789	14.008737175363926	5.360926747165538
BA2791	1.7045683684067263	1.0197204476122108
BA2792	3.018878411729552	0.0266652049286601
BA2798	4.100505762437636	0.0101400038329784
BA2801	1.3764703757939605	0.0257545695516179
BA2802	2.5253315131359857	0.0129399382181202
BA2804	0.7555484542008238	0.00938755654157
BA2806	7.745564664145458	4.009004970067305
BA2808	2.78559806484282	0.0122677969368737
BA2809	2.7334907416277763	0.6898202489075299
BA2811	2.552131987877516	0.00711930696124
BA2812	2.0941482784156835	0.6927521559976918
BA2813	2.8097613443001364	0.0182581299691649
BA2814	2.054095618905114	0.0187161745842122
BA2816	2.1198042413487403	1.0183834368537876
BA2817	1.3376205975782405	0.6838797646190796
BA2820	4.070998956845965	2.0470164288496915
BA2821	5.066381821748393	0.0374749261081952
BA2822	2.884351488167197	0.6812757473899625
BA2824	1.0998169310286623	0.0404019853289772
BA2828	3.6181223683550248	2.6859278576964853
BA2829	4.534557564311359	0.7239411344298898
BA2830	0.6709554667506056	0.0127750843120891
BA2832	3.952292095295011	0.6924139644142149
BA2836	2.445039848180031	1.6816996988366535
BA2837	1.995631670825597	0.0292284631690237
BA2839	0.9436462415281752	1.3594230645500656
BA2840	1.1492535974368214	1.396622531558444
BA2841	1.9139072277193088	0.0143596789213954
BA2842	0.6612899451203657	0.0138711770400269
BA2843	1.6562102715697948	0.0037719321958018
BA2844	3.821757250756895	0.0111862478170755
BA2846	3.3001621146526645	0.0408679077317667
BA2850	1.828463643952976	0.03035925504899
BA2851	1.6131893978446552	0.0370953695522924
BA2852	0.921993389809632	0.6763504438356153
BA2855	0.0503785843213644	1.0247910555123727
BA2856	0.5300314770969905	0.0104331945419946
BA2858	0.7114815296348503	0.010680172409205
BA2860	1.2262364264523182	0.0194686218756206
BA2861	2.402131189545346	0.0172921919952297
BA2865	2.129704837588824	0.0147386294936258
BA2866	3.013038703143604	0.0172100680340503
BA2867	0.7455546963980773	0.0401939484995027
BA2868	7.515001741124448	2.350416882515416
BA2870	10.322297744445509	1.6816553039458653
BA2871	3.4221688480142816	0.028261919211416
BA2872	1.6477955843867516	0.0249978803745021
BA2876	0.0957137393726782	0.0241572492851895
BA2879	0.9531210378014084	1.0473168913627775
BA2880	2.6670752758807885	0.7023404775646664
BA2882	2.331904014622404	1.041325952346814
BA2883	1.041376210613712	0.0162136727937939
BA2885	0.8719233342609193	0.713807190433636
BA2887	2.4644347656172783	0.013735568432972
BA2889	0.0001248439450686	0.0
BA2893	3.066329078603025	0.6868518247143222
BA2901	0.0317730501306983	0.677094407355609
BA2902	3.0100672119655543	0.6891115905232373
BA2903	0.04812813915614	1.0412480702713425
BA2904	4.618916602419935	0.0462232225695299
BA2905	0.9351763781874364	0.6735396017443688
BA2906	4.94215177891217	0.0217721765916516
BA2908	4.5110256667594255	0.0152416749831338
BA2909	2.4489723716243854	0.025918211490304
BA2910	1.594387139400962	0.0118511172942523
BA2911	9.404135429069326	1.685551937042617
BA2914	3.2489443539667984	1.0772041641722534
BA2915	0.1575190649325371	0.0017585382704245
BA2921	1.641957001069005	0.6757123957227248
BA2922	2.7456192472563985	0.6849637376735674
BA2923	0.7224224439304705	0.0154077408565099
BA2926	6.687000187037824	0.698234595671095
BA2928	1.9118917963386208	0.0105938065623183
BA2930	5.58017983762684	1.7124348745395117
BA2932	7.813152127137059	0.6839600706292415
BA2934	1.066804732513104	0.1015864178297469
BA2935	1.673007552982645	0.6885246031215325
BA2937	1.0652045403051302	0.0131078220425138
BA2939	2.5373235723920007	1.345939321853684
BA2944	3.672323777677416	0.0369688507003247
BA2947	2.2556267591819603	0.0241925544208906
BA2948	1.6022588162482645	0.0198974211916916
BA2950	3.3056537960314523	0.0640975540970845
BA2951	3.714504555055268	0.0195957467112607
BA2952	7.945331247025262	2.689027042627368
BA2953	1.0622547637621065	0.007833419198585
BA2955	1.5735880773272142	1.03152595804833
BA2956	0.6742777678936652	0.0068686931919947
BA2962	4.514064286268231	0.0114326197006135
BA2970	2.1501201984121554	0.6846370597798677
BA2972	1.6972456171563868	0.0438831507504528
BA2976	1.1234965124288914	0.0554697166509927
BA2978	0.6784917224358712	0.7507736171992709
BA2981	0.464518225543284	0.0022634017109501
BA2984	1.3895178377819446	0.0490334586771039
BA2986	7.139863348341978	0.0070761240377967
BA2989	0.7722661228884115	0.6868128836765862
BA2992	1.9699573082368111	0.0178049332234974
BA2993	3.8777916763607	0.0175044707104115
BA2994	1.7558718623644929	0.0132361588454988
BA2995	1.3120625253755585	0.0105609253613072
BA2999	1.5218285152086082	0.0321980993295765
BA3001	3.283498109093232	0.0197636305356542
BA3002	4.609381041663816	0.0421629475340917
BA3004	2.9380858579637814	0.0755277498630081
BA3006	1.748787766814016	0.0138164804268064
BA3008	0.0077259165993786	0.0012554927809165
BA3009	5.390947118477055	1.020600625722932
BA3010	1.3260803715209823	0.0324517430171842
BA3011	0.7382217721149416	3.01884754130556
BA3013	2.0879046289580168	0.0114764086077293
BA3023	0.9683986825238244	0.6813657491388839
BA3025	5.080337428397208	0.0085420775828776
BA3027	3.00421939840729	0.6831230754419638
BA3029	1.7401704021009063	0.0088802691663545
BA3030	3.945677107330818	1.3845773150591842
BA3037	0.4762799165476772	0.0170153628453705
BA3038	5.051456112259189	1.722983074243697
BA3040	2.834850863947472	0.0275940198158768
BA3042	4.309006570653918	1.0069526351041915
BA3043	2.248677657799857	3.0368867267391457
BA3049	1.7313959408230577	1.0514818698379742
BA3051	0.6646889545802217	1.6814083260786548
BA3053	7.861453717262678	0.0218974834762743
BA3064	3.322682981534957	0.0566850564268283
BA3067	3.741009251529377	0.0236566277303714
BA3068	4.13495857796512	0.6916633350738238
BA3070	3.443687359436515	0.709999953102133
BA3071	6.077216535055907	0.7025929092849292
BA3072	8.213110499816764	1.0397772688568814
BA3075	1.3901999555975253	0.6833791430642613
BA3076	0.0173066249405052	0.0100177268667182
BA3077	2.748373652909503	0.708282173820462
BA2040	2.375963693373539	0.6875671489190119
BA2160	7.2642666976875745	2.38093432565004
BA2303	2.840539695356444	0.03793236473957
BA2353	6.337646980555671	0.6917047000462498
BA2516	6.1525607150623225	0.022359769977029
BA2590	7.098047545622784	0.7038927969566341
BA2647	3.8849425733059006	0.0144071037305461
BA2891	1.4775576433842594	0.0470224886864165
BA2924	4.889603897989876	0.6931408023086818
BA2971	3.468802501744926	0.040408045165702
BA3036	6.45483500374836	0.0239923953791584
BA3059	1.0846267987184108	0.015460619518713
BA3073	2.979660609986603	0.0074544686263546
BA3078	5.116092346503533	6.725739825705396
BA3079	2.368091955700928	1.360882958258422
BA3083	5.811712840678749	3.0551777379093217
BA3084	2.779812080210334	0.6825373000076037
BA3085	4.24132050223457	1.3620526911761244
BA3087	9.970414668935453	0.0
BA3089	5.824776961198015	0.0230708522960115
BA3094	4.087964389823318	1.374329577868085
BA3095	6.108688157768685	0.0221480972455196
BA3098	3.053186060055868	0.0269218785346303
BA3099	8.625616342847932	0.0368009668759312
BA3103	1.4367437019194949	0.685227077099935
BA3108	10.156121900000151	0.6815725740010136
BA3109	1.3927302351962607	1.6977430638713642
BA3110	2.5078610552278597	0.0015930783807209
BA3114	2.7530216948668005	0.0153359186177628
BA3116	1.0875424370572109	0.6885702099796659
BA3117	7.193373265148163	2.691534998270839
BA3118	5.277096192183644	0.0184673787659843
BA3119	12.883161912408516	3.0426629631052378
BA3123	4.803611327801272	2.374193363277358
BA3124	4.21054428006405	1.015994728258215
BA3126	2.8246321209328777	2.737508213054796
BA3128	3.608092487922375	0.0083808595788813
BA3130	2.5404865644497363	1.728245357414176
BA3133	8.316171632292765	1.37511369439316
BA3135	5.669922987556664	0.0138705710563544
BA3136	7.408721497640738	2.7051434418681706
BA3137	1.6213128686583913	2.7137256724561287
BA3138	2.926481202698819	1.3995720121751078
BA3139	6.8770572259705816	1.36138357981324
BA3141	4.599395654944109	0.7099543462439999
BA3142	14.0982824377567	3.037052792612522
BA3145	4.677822210665414	0.0114770145914018
BA3146	3.2749571865861946	0.0394798362621578
BA3149	2.387201305919367	1.377340579001064
BA3152	4.349984345086304	0.0522506786885396
BA3153	3.0527241982844227	2.032801448290438
BA3154	4.28942234204808	0.0092975547926484
BA3156	3.2278813784839597	0.0206139573637265
BA3157	5.383763330246449	0.0244942289013215
BA3158	2.427680769014372	1.6829168565635066
BA3162	0.9929945971919996	1.0314535298259104
BA3163	1.6091564442133084	1.3619334441282265
BA3164	5.868617775283941	1.3643136689523845
BA3167	1.3512052762913591	2.0396495380375685
BA3169	0.8099630790379262	0.0114350436353034
BA3171	5.544770658175454	0.0333696501982963
BA3173	1.7308377241602686	0.0199399981314625
BA3174	2.78049200831482	0.0201498529119544
BA3175	3.916354169042656	0.71222017188964
BA3176	1.398144493560881	0.7044311475818432
BA3177	2.6684240618836683	1.3809337196663678
BA3178	2.2011568745523635	0.0092105829620892
BA3180	2.8429799230863977	0.0262971620625344
BA3181	3.4169526216468147	1.360253999900619
BA3182	6.465568450520892	4.702922617096992
BA3183	8.637727802183933	6.392368157317999
BA3185	3.3780862457251213	1.6886577877938975
BA3186	7.658752176405559	3.033790571726625
BA3187	2.660248828732659	1.6881109533972738
BA3189	7.486407566060087	0.6885215732031701
BA3190	1.344322793828056	0.0111850358497305
BA3191	4.6694024901881175	0.7047225203398421
BA3192	3.5077787205700552	0.0301572780562404
BA3194	8.662644524733851	4.051498231397131
BA3195	7.4496398989691635	0.0193493748277227
BA3197	10.054760629602765	0.6864315091696658
BA3199	6.719935411125861	0.0225738666432282
BA3200	7.819164366709701	1.40760195451339
BA3202	2.685428461074084	0.0230319112582755
BA3203	1.0415124745103943	0.011018363992682
BA3206	3.960770595829513	0.026125642336106
BA3207	9.902281146739536	3.412758322276766
BA3208	6.055922803560105	0.6914121153209062
BA3210	1.414333149336776	0.0275994736689292
BA3211	5.250568268044968	0.0391428566460258
BA3212	5.928094555982853	0.0178791793969345
BA3213	4.602520007724814	1.0525456873485732
BA3214	6.220395204836827	1.3528871090884955
BA3216	5.618746466429752	1.0186473822638276
BA3217	8.902646775270254	0.0218585424385383
BA3219	3.3432382481703	4.052669782265851
BA3221	3.35154335856063	0.7049773759947947
BA3222	4.655330714803816	1.7045558484827934
BA3225	2.93339371005488	3.069630448498001
BA3226	6.800439759375081	1.0215659577131946
BA3227	6.344520643349284	2.055766543262044
BA3228	8.08669053299697	4.050824272164867
BA3229	7.676464217231506	3.7197537345588114
BA3230	2.888449091497991	1.3623464878688127
BA3232	4.301224086517919	1.3687510766090354
BA3234	4.332855018316021	5.093822396935219
BA3235	1.915317492902447	1.7151910200175378
BA3237	4.639006836764641	1.3689195664171014
BA3240	10.116098999271616	2.0258336635944345
BA3242	3.331326029734452	0.7208839204551053
BA3243	2.9046507866993294	0.7006336059891
BA3245	3.3602777891825237	0.0200592451793603
BA3249	1.7662823115441877	1.0281426721635183
BA3250	3.933912694393884	0.0570220360429603
BA3251	4.276729172274	0.7029262529990263
BA3255	5.48695761692525	0.7013739336070587
BA3258	1.7224400452540294	4.740477849215348
BA3260	1.0478724751794728	2.708453087563218
BA3261	4.870043185968817	1.3729427183658212
BA3264	11.23593616992158	1.7120875932009474
BA3266	12.655947589873191	3.3781319673302086
BA3268	9.627225643645808	0.0443783184522186
BA3269	2.378683040839632	0.6840153732261344
BA3270	6.257724076633806	5.07703628034786
BA3271	5.419991651726451	1.043958608891235
BA3273	1.8203280536965825	0.6779338264775765
BA3275	4.6617186114798645	0.0227806915053577
BA3277	1.1887544877672702	2.3510561425956515
BA3280	2.9610502249776087	0.6774751758788568
BA3283	2.004062218207752	0.0250434872326353
BA3285	5.7232340132082165	2.033073429570918
BA3286	3.752073025344385	0.7142293239293097
BA3289	0.4495356215814276	0.68651969296757
BA3290	8.673827288058016	3.0487311782130004
BA3293	9.284535522740304	5.0632641948118415
BA3295	5.400211193073215	4.394752018044192
BA3296	6.435364320786594	2.746373332629338
BA3297	11.028395922575465	3.0703360769639314
BA3299	1.7767219872844695	0.0205251675821499
BA3300	4.756270975227372	0.0245745349114834
BA3302	15.037900211520007	1.0331585834504595
BA3305	3.382023148591666	2.701667730299748
BA3306	4.024635907308313	0.0081363056463608
BA3308	8.715486115863088	0.0224437118892257
BA3310	3.9395821225295418	0.0327862986986263
BA3311	6.11081535565318	4.076698694748056
BA3312	7.919782610348514	3.383030449520269
BA3315	6.101530486404784	4.705813159214728
BA3317	8.061095334546799	0.6820324365670783
BA3318	1.6558276347622718	0.0158815410470417
BA3319	0.2441810252409822	4.063093281069086
BA3322	2.9021558922236363	0.0285520800020698
BA3324	6.968018258236888	3.713473240735867
BA3325	7.743812142556275	0.6815749979357034
