	NPM1	PTPN11
BA2148	255.3043494272261	15.541240523588945
BA2153	1331.0218556577304	23.88830855282784
BA2155	621.3355935278439	13.320461983341968
BA2156	1073.0524097266143	16.826601805701994
BA2162	777.1502831973705	23.3024773977751
BA2163	222.89718635289796	32.3533054517362
BA2168	600.1522459008418	13.771323332146489
BA2169	515.3014576082433	30.587674275629094
BA2171	1060.0132072311694	23.06458428448724
BA2172	1285.5666526108653	16.71850262126873
BA2174	695.0197814809409	23.013481876653856
BA2175	259.9379581461479	22.1961245585702
BA2184	2459.967100585478	39.506908615004
BA2195	669.5415256707589	14.336606250077994
BA2198	1047.4834367515962	24.27571049216176
BA2200	1259.7528710461302	26.928559786333977
BA2201	527.5463422425489	9.978055050059655
BA2209	569.168974056234	22.076077389552587
BA2211	922.0441599225848	20.845116837129552
BA2212	1006.7795485871216	16.046259992426943
BA2217	794.3959000794692	17.25773418530235
BA2218	979.1264761510888	6.826098889513902
BA2220	1087.3233925515065	19.99302206903679
BA2221	462.1590218189288	13.891169269646026
BA2224	449.9752633840964	15.746570609407398
BA2226	1559.633324170032	35.594568200215875
BA2227	1482.5946346789062	20.566662558035475
BA2228	1001.3862794833952	31.58191862597761
BA2229	738.7999339107024	22.842406017910843
BA2233	704.8765433216022	11.68651186178452
BA2234	489.7659139514642	23.83604018002981
BA2235	813.1721123707271	16.93783243048724
BA2236	603.8020683247107	17.10677834467662
BA2239	411.5910683166015	12.671970258407695
BA2240	744.2802145077496	32.82564183162422
BA2242	509.0772584429415	15.108524261191386
BA2244	627.8026202933338	16.703098361242425
BA2245	756.6573811014342	27.23701469607077
BA2248	678.3991706131033	18.021485243068607
BA2249	657.7914731101705	19.820132751616875
BA2251	754.9645452137293	24.041312888159325
BA2256	1282.3701699887013	21.2694864029464
BA2260	601.2404678635722	15.06476337440292
BA2261	260.06442243630283	13.554985909602705
BA2269	156.11579028744114	7.288289697010792
BA2271	613.650309930424	23.767570026595955
BA2272	590.9301324570083	13.426817949372552
BA2273	643.2132071771085	20.92003759838108
BA2275	363.8970945171562	30.77809871769253
BA2276	696.4642064905366	9.802587303813771
BA2277	941.8999230390806	28.984974751726572
BA2280	1003.6094654686798	36.02391226937596
BA2281	862.6606165307038	24.714170199476584
BA2282	323.8101324218687	10.677679167455665
BA2286	1327.2542607189002	19.26681200456671
BA2288	454.9879360677273	11.989504699854704
BA2292	1297.5291890343124	17.066790029537966
BA2294	847.8341622688226	18.64893527551698
BA2296	1323.2688825637783	22.29957868956445
BA2300	937.6118692053608	43.36201878081463
BA2301	487.466436665099	17.17391841821858
BA2302	944.8934392870464	15.047122232078092
BA2304	211.44701354763023	11.9112688660931
BA2306	901.786427961314	21.735601362558118
BA2308	863.2564754537051	20.53666185334545
BA2309	699.7744213550873	15.545585296205092
BA2311	410.0625952361645	15.943647814374067
BA2312	594.399621006936	14.255560432594663
BA2316	412.6156787816864	11.833488100064708
BA2322	858.080363788471	18.783224486578543
BA2325	219.69341172145727	12.965161394152023
BA2329	511.997061796872	14.056210308863916
BA2334	464.35318109278455	12.62961482015614
BA2339	243.40496241424609	10.07233239304843
BA2344	1338.8400557636896	17.578295431558026
BA2347	363.8338714002281	10.60485474663724
BA2348	163.47130967633814	6.115332076319994
BA2350	204.6322921444288	9.193626124181776
BA2354	1407.5827175811046	26.85809878940205
BA2355	860.7745633511192	28.213171521526025
BA2357	793.4590747498338	12.096228589065744
BA2360	1029.0874538131768	17.441680182021315
BA2361	512.3302610000163	15.640355573979225
BA2363	344.37315787908767	7.265255569540064
BA2369	935.9463449455876	17.352365815259695
BA2374	769.8035383317925	22.25457706566727
BA2375	708.949695691897	20.60366786007736
BA2376	217.837552447061	14.615257822841585
BA2377	1620.696566978597	56.65977229474132
BA2379	326.9421995923817	14.158814716166807
BA2385	628.0703635992583	15.821664582844797
BA2386	1105.0537048660103	18.56153561833365
BA2387	735.7457824756591	17.867202935412564
BA2394	656.9536912697255	24.2771204638846
BA2399	863.6350532498634	16.77978211464477
BA2400	2251.1756771923	33.409421853643565
BA2402	1132.8083556874635	21.55147881647229
BA2405	819.4816206555411	8.992112591301716
BA2406	455.82191344869887	17.603046962604882
BA2409	384.3329069019392	16.134645499607267
BA2410	1750.142878574093	23.508783213275468
BA2412	147.10920649053665	12.083923600125766
BA2413	924.3690286900533	20.84089985404676
BA2414	1174.7778707298746	23.109996907261888
BA2415	352.56962425058254	8.958470132292872
BA2417	667.7037800050819	12.163366192061568
BA2418	445.7194689069452	9.96896354359555
BA2420	675.3308830557313	16.866003015626717
BA2421	651.5041767354861	16.92673423317062
BA2423	454.13566416365273	14.751997327232958
BA2425	500.2002133778794	26.66444857976821
BA2426	661.9735664974564	14.503000724072276
BA2427	539.9111996626607	13.070745996705138
BA2429	600.1961675721845	13.768360037750732
BA2440	864.1078835422782	29.723132609121524
BA2441	425.5303468620424	41.20793910813574
BA2442	878.4137108343198	21.086201283907577
BA2446	509.50240199592383	17.11686182048427
BA2449	1679.51772423058	27.077802326060773
BA2450	609.4299564675608	17.71726961814574
BA2452	1162.0438778550847	25.65524050720269
BA2454	745.3580045356989	35.05368302088811
BA2455	390.7647405569341	12.289164675255828
BA2456	397.9003733707434	13.950895692973427
BA2459	1215.4964029582056	13.506816410638717
BA2461	436.4138683457943	17.605447176656806
BA2463	359.6115960903247	8.529694171951283
BA2464	1015.2788934029636	18.653957475750417
BA2469	387.8750166642339	16.058434401092825
BA2470	457.57169279964535	18.06676171934564
BA2472	447.3715749201252	12.53774506496096
BA2473	894.9562600620617	17.484295945175315
BA2474	575.5878617828162	11.976191689993987
BA2477	1491.0319350730088	27.62873928353473
BA2479	399.7088210155857	9.05735371383992
BA2480	478.9776202122426	15.07667326712341
BA2481	351.52108940030377	7.905302732530726
BA2482	805.4864506668396	18.871909873990514
BA2483	685.8239964103647	23.113646724518468
BA2485	622.211135514145	16.997467879324958
BA2488	454.2514129053882	18.61756067887301
BA2489	831.7894227390433	14.375448488790347
BA2492	304.75228457592027	23.423536552613918
BA2494	744.4210554014824	27.76119616246304
BA2496	350.10427595863274	11.303134266305342
BA2497	459.164025176103	15.509222593372778
BA2499	1215.8143966493133	21.306381556499467
BA2500	514.1612743016699	22.85014834089934
BA2501	829.0114015472194	27.64017779937036
BA2502	475.9212578590853	15.419496092716289
BA2505	917.3075047384268	22.618262352897844
BA2507	549.1035245192646	13.117400583691786
BA2510	819.3453807176026	16.596326837129745
BA2511	310.38045202376514	7.576311623180422
BA2512	297.4810904058342	18.365188571672864
BA2514	722.3955446623094	14.0573570247011
BA2515	611.7897475091498	13.616400529065125
BA2520	563.2975840780205	10.124872039111818
BA2521	805.7008130956823	22.686598606565777
BA2523	875.4790358260757	17.27865630355619
BA2524	931.078368926948	15.008144435780832
BA2525	451.6653062218546	10.69220265035837
BA2526	990.3383096222774	16.43016215675039
BA2528	1094.8701903696135	14.496082418038116
BA2532	503.22428308113984	26.994820577963555
BA2534	848.5101283619045	26.52090747749868
BA2538	628.4832761910941	19.29682033867496
BA2539	539.9096717916279	14.94201581471722
BA2540	589.9655471977597	11.925365567704668
BA2541	727.72020609319	16.377222602569002
BA2545	647.2364441660316	20.774460735053797
BA2546	415.4442953177963	18.90925008430857
BA2552	1511.0459870686627	16.844865738755697
BA2559	917.200021186418	13.958147235916003
BA2561	738.135338339361	8.145778081906649
BA2563	884.8698027592621	17.140711255066226
BA2564	628.5977134454555	13.84867248248827
BA2567	277.10499196656883	6.508553821119259
BA2570	1042.4509403817774	22.246143386218243
BA2575	261.6719320104662	10.317350997730973
BA2577	1032.876321645394	20.22636956589238
BA2579	449.4176386199365	18.10664537860202
BA2583	1188.087690821021	25.45985384432993
BA2584	416.4702869762186	21.72733501106076
BA2587	699.6269820572288	20.84602976613773
BA2588	1026.9398317358373	15.214927008279007
BA2589	618.6410391832499	17.83367875837225
BA2592	1865.1866485698224	19.67514722956592
BA2593	30.008362985668484	0.806959987695191
BA2594	471.0287942014413	21.385083394123576
BA2595	727.4920774690906	13.23326764764157
BA2597	290.60834830816805	19.3327214703289
BA2600	1025.2452093908971	12.513290962484431
BA2603	996.626896776356	19.495845548150765
BA2618	1058.6337250847405	21.42045759112556
BA2619	338.3126510809452	16.17988258249996
BA2620	1012.9845355638809	23.841648865592475
BA2621	567.4479645307254	14.776479046976252
BA2622	923.4883389502478	17.805922104376506
BA2623	1683.427266295269	32.19192442356146
BA2629	580.2238365580586	12.049372562036998
BA2631	1103.702527606135	17.765887515431547
BA2634	299.626886802143	18.030135009191984
BA2636	794.771285538202	18.387464891511136
BA2639	843.6370720413889	21.14335888267489
BA2644	468.4459418954788	13.821744796881456
BA2645	503.7044701503431	21.63656072555641
BA2646	959.2048435967716	24.4369376718637
BA2649	1079.3861986706456	23.61824974367091
BA2651	610.7334201495321	14.860480551312358
BA2653	479.0693402693308	34.850818404792626
BA2655	3003.6905966687755	47.43736861174049
BA2656	514.2763095411862	12.12662421716787
BA2657	669.203610686734	19.61835238694822
BA2658	820.7877083772577	20.50271748115739
BA2659	663.9202028035917	19.89432939674631
BA2660	632.6777537477633	16.09256682681115
BA2662	563.0684322375214	11.890206840810071
BA2663	383.4983388421264	12.413112564508364
BA2667	698.1010292441762	14.509474103598627
BA2670	555.3930685787963	17.203848885982865
BA2674	786.7028774874713	17.08458842168624
BA2675	887.205862809971	20.1523108150165
BA2676	594.0487446493348	18.471597317007145
BA2677	721.5664782648653	18.474724978739363
BA2681	851.2115127826703	14.961149805577987
BA2682	1025.0039654389466	18.968384575649008
BA2685	1395.1228150743066	24.87928564937093
BA2688	542.31391518405	8.999643521478735
BA2691	699.0809335701197	26.60766620715489
BA2694	604.2582632975992	8.940636481362267
BA2695	228.02306189418147	11.113949646200632
BA2697	162.71351757245495	6.211635430137915
BA2701	403.2378313195695	10.854804972545956
BA2704	770.3680937846327	15.96044026496363
BA2705	821.8583313871455	28.02719163182656
BA2707	1182.3407322531991	28.20497772915546
BA2709	641.9214397735934	11.745931056780709
BA2712	274.531070857458	16.27665074420519
BA2714	1088.2035228974412	18.143664034553343
BA2715	186.4053981792331	20.042486088689763
BA2718	750.0273149040149	23.089699230078125
BA2720	333.3011297891089	12.499001760287484
BA2721	902.9906278348118	12.756859565193144
BA2722	345.73765495169664	36.23071570603857
BA2723	562.7173060921087	29.993517628435697
BA2724	491.17039401655336	12.16779721808452
BA2726	143.18557004384326	13.721793863032117
BA2727	1172.2530557853138	24.352157301791276
BA2728	464.20429209577406	20.92128102525624
BA2731	364.9530811398174	10.295416030234597
BA2733	513.9352604053477	8.948994655603082
BA2735	799.3425756175093	12.372451449618843
BA2737	263.86370775826185	12.292858009301243
BA2742	574.2548448726058	18.85118544658078
BA2744	386.50566353654784	3.9198204304309896
BA2746	423.074653154176	16.2076074390329
BA2747	771.2897838190694	13.101929630506284
BA2748	1668.7576324488991	24.480733823259456
BA2751	716.8933163852803	13.802094628993377
BA2756	1069.0665183779606	11.87550251643058
BA2758	371.7774084615926	9.022799622152242
BA2760	688.0308768873967	27.60912424239977
BA2762	747.3631063321386	15.388977562835112
BA2764	506.734693475405	10.069561261865465
BA2765	345.8721956783816	17.14413465232734
BA2769	937.0731507376591	14.043019995461844
BA2772	918.2200368910728	9.143644694829923
BA2775	894.5923074490343	18.05892214543221
BA2776	787.9974145434297	20.830486645900645
BA2778	251.36472120858272	10.989977861480172
BA2782	410.5745676029993	13.878190087390008
BA2786	1015.5002481065212	18.27791042910173
BA2787	108.04856925455596	5.6755118241410845
BA2789	1616.955979143353	22.964068186475405
BA2791	811.1306944917475	20.225337019712004
BA2792	604.0455384453203	11.545427443793784
BA2798	1645.4384054504071	16.86073780409702
BA2801	551.8569786243695	7.079135548765892
BA2802	233.2144021635122	20.816468115506016
BA2804	664.8175138530737	11.61417027127326
BA2806	839.1263056488103	19.944909421351287
BA2808	469.0915221892452	23.89516775182759
BA2809	929.151270211972	25.205249832007343
BA2811	662.5363020267387	22.531658923298234
BA2812	748.1997015520849	11.278141720448886
BA2813	956.1876397957584	13.185204798990895
BA2814	292.92542751260964	10.998926841698047
BA2816	751.735240132557	14.682751910470357
BA2817	351.466447693497	19.076077941418035
BA2820	864.9211133492273	17.42734179251839
BA2821	2368.0972957935314	41.08460224903144
BA2822	215.09595990312312	27.707610953060268
BA2824	575.4304511182471	15.51860183924447
BA2828	478.5242470631485	16.516905691381577
BA2829	782.8986428799258	22.93902509570921
BA2830	1139.5572352373538	10.383890896536236
BA2832	406.77833419830574	21.520654809371543
BA2836	606.31108243187	12.410736964829647
BA2837	1414.4278362174755	22.68869528053545
BA2839	1031.7349631035208	31.47902346758594
BA2840	733.1034845088849	20.344087438748627
BA2841	1035.6599321537274	17.19563079110181
BA2842	228.17158173718903	9.87503993168549
BA2843	615.0665209458472	10.759648849232097
BA2844	1035.935132632706	17.519910873331575
BA2846	985.9857015872244	18.356558404029816
BA2850	692.2431064672905	13.304039153051272
BA2851	919.37662155295	24.74430898881538
BA2852	502.1760089038096	9.39744119424496
BA2855	365.6997907848002	16.983662016880555
BA2856	277.16175692113075	11.953607690475405
BA2858	739.1818848559551	12.54059537834257
BA2860	555.6940166885612	14.368666416083736
BA2861	719.6234072019765	17.255761639294423
BA2865	935.5207895305904	16.085948713454815
BA2866	1144.4032637571156	20.988910086733465
BA2867	599.1445737307881	17.057935542000653
BA2868	1261.2430804640578	23.39346943105684
BA2870	1653.638735134638	23.594340943965413
BA2871	757.0156570816912	22.92705419454225
BA2872	632.0389651010667	18.741718496437635
BA2876	487.2383254891148	13.05937701271505
BA2879	328.0760054709504	15.346610455381596
BA2880	579.6172882033982	19.298624368530277
BA2882	348.2327707363618	16.501308481669444
BA2883	979.3831896938536	28.02652757539978
BA2885	583.6435163560876	20.323226732136902
BA2887	831.9369645091011	27.113580637312303
BA2889	11.096241640852648	0.0875718292395306
BA2893	978.1620407888548	12.438366449449632
BA2901	502.0742446304135	8.911854983280827
BA2902	676.7777450169481	9.781987611671086
BA2903	91.926374111376	5.8252669143869324
BA2904	902.9180070495252	20.511765069022875
BA2905	900.5493842477714	22.158377566778068
BA2906	538.9536053887781	20.97641409721712
BA2908	1625.8994007903684	22.964236628103
BA2909	293.2362985614428	11.393440889762536
BA2910	883.0583790957795	26.039086558029855
BA2911	1305.4111269455125	20.676224838364604
BA2914	484.6472481713943	14.864300604321452
BA2915	193.40122712012848	2.4328349322857488
BA2921	516.5545776177578	17.342655857141835
BA2922	1083.0371638041483	19.45514468558938
BA2923	190.9176332192651	9.324307881828563
BA2926	1143.5630600777397	18.985280328428587
BA2928	624.6365392400136	16.99489533644852
BA2930	489.7437718419047	14.772232089607146
BA2932	1050.7566343923838	19.39002926649722
BA2934	267.241312590214	9.666441163001428
BA2935	464.9088278542738	9.8055915577313
BA2937	437.48340007136017	17.728435422178972
BA2939	838.9056317812485	9.613836125869696
BA2944	2698.337102950637	37.273428604108325
BA2947	808.8363659265746	12.260259437537863
BA2948	448.3459530725442	20.34240844112544
BA2950	1527.9173758034783	24.61457698645949
BA2951	1225.5905918789902	17.994078622145278
BA2952	868.2035326148657	29.46130887451957
BA2953	773.6017261281132	7.119131264936361
BA2955	255.83240869946	11.079787958313918
BA2956	182.43355660433457	8.456345817943266
BA2962	1448.9492234980564	23.858583793668988
BA2970	945.5326477562074	15.915693625104783
BA2972	1025.0073895619455	17.41065312012189
BA2976	682.0966436313704	17.547738758218404
BA2978	463.7697548343848	14.380085965802447
BA2981	620.2075130962227	18.38874052423637
BA2984	519.9562388513167	14.292621993283603
BA2986	831.3159558755951	21.580757188588983
BA2989	918.7735847970288	24.00121430143089
BA2992	1040.0243023186663	23.773083192736525
BA2993	490.2168793417561	13.746983365398792
BA2994	783.4573074760644	16.195360831231696
BA2995	448.89376179200656	14.226280985452092
BA2999	551.318378149716	19.843364077475588
BA3001	1127.8882983776364	17.563487198047362
BA3002	658.5376207582564	25.50808827573434
BA3004	607.1595518577985	15.608812999937536
BA3006	685.9478445103986	12.839218939670136
BA3008	11.502818985603614	0.3024746645466369
BA3009	967.4619845386184	19.00767808704315
BA3010	786.927717035091	13.471822152629985
BA3011	1173.5226977948612	16.101145784715605
BA3013	1321.290876995518	15.708048835653983
BA3023	1015.7452736286136	15.969899129745126
BA3025	796.68252407056	21.415811482988914
BA3027	339.48845342934527	11.767185739708172
BA3029	409.49845003703166	11.15146680258528
BA3030	1040.9582844218469	21.48190280374938
BA3037	796.8167148834721	22.2782221986156
BA3038	712.6495139882256	26.55507350364625
BA3040	659.1284817517854	10.284433446876143
BA3042	930.6569966806684	31.72094437542168
BA3043	279.3242529341486	10.470547026983365
BA3049	207.05831119544595	4.117595877094332
BA3051	339.05996434691883	13.595286777007743
BA3053	1159.914784973267	26.450463651669352
BA3064	811.7129054909528	20.540047002368336
BA3067	416.1485327851571	23.36920556656413
BA3068	473.2820363883077	32.45059839302056
BA3070	339.2050705493115	12.1444536907277
BA3071	651.3380244516886	21.464150263823875
BA3072	802.8031381469049	21.57826906900937
BA3075	495.5792932364566	9.723037880976213
BA3076	81.10637218410939	6.540752641554783
BA3077	291.70705449866745	22.0819170780264
BA2040	349.01179584488875	15.672587981979838
BA2160	743.0925136584549	17.36120576653304
BA2303	465.3506401336382	14.9541813990598
BA2353	1483.0301806981408	27.053106136299423
BA2516	1350.9859271639175	21.08811274155857
BA2590	1522.0878930840054	29.000451867867977
BA2647	869.0202300015676	21.108685608031497
BA2891	336.46402777102026	10.17515405334373
BA2924	974.9096307108452	20.41967459660164
BA2971	504.3848558415371	18.940947554673404
BA3036	1024.0701671559168	21.384593817474084
BA3059	509.7243617530828	18.45937453296146
BA3073	1092.6461944187656	14.84450489167849
BA3078	1752.2812406677583	35.0269700238743
BA3079	431.2270461408715	19.759139347093875
BA3083	724.4524761132466	21.785963232031836
BA3084	552.0035124907421	17.656558398249846
BA3085	820.8800895732983	25.872641007052707
BA3087	552.9716823524008	48.5855896456134
BA3089	1439.473474832006	22.986207520380876
BA3094	665.2058175556962	28.26249662585782
BA3095	574.7167668683135	20.48777381969131
BA3098	808.7351486941619	23.44252761522881
BA3099	1438.6175286116652	36.27265904045707
BA3103	879.3752567562454	21.065206446261048
BA3108	1114.4842264173385	27.033076930573397
BA3109	463.60528194856647	17.82058859301079
BA3110	812.5846052698445	23.41277615706976
BA3114	701.3618263081356	11.037261146321583
BA3116	596.0115959551728	13.41131310571824
BA3117	2013.0868083599587	32.78472576806222
BA3118	762.0598576309488	18.329457750536196
BA3119	1297.1689066208232	24.128222325001342
BA3123	1253.3905845807856	19.102736351061573
BA3124	476.7455394130081	11.533846854584027
BA3126	423.3258870021679	22.955270500767607
BA3128	1184.566686506971	17.747880451247198
BA3130	233.00493093195377	11.920672902648082
BA3133	548.0215910572665	35.36277007728236
BA3135	1036.4799729020365	14.349588349401817
BA3136	540.2219088535331	25.86582757868546
BA3137	658.66789022419	17.854907308978852
BA3138	964.934672472794	17.78124606270047
BA3139	854.6870240840752	61.63823148896592
BA3141	1771.353530898436	21.17366965247484
BA3142	823.5670939630331	46.39674618673909
BA3145	527.3541563951194	20.977993320907068
BA3146	724.235544067641	21.420645132842065
BA3149	297.9528024511156	21.46375262377132
BA3152	363.3788364769674	26.508957341166152
BA3153	810.1571869475665	31.360191500286355
BA3154	369.5337442438789	33.8945789881704
BA3156	1108.0450205647187	19.34619153491483
BA3157	2477.163519518644	22.981963365048777
BA3158	656.5434153110926	21.77846810186041
BA3162	712.9927125750769	22.8949383967865
BA3163	195.17160065846025	14.4237231216416
BA3164	1006.7027276039724	29.6296631175548
BA3167	839.6627692307691	20.37734638667424
BA3169	407.5842455818831	20.29147040226294
BA3171	428.433612084205	48.84039783947807
BA3173	1272.5773057461197	27.829308826030204
BA3174	430.156349005552	22.37297023278706
BA3175	459.5290877514503	16.811335816817067
BA3176	1129.7328969763803	18.479104101929305
BA3177	1587.6337128940356	36.87810377153141
BA3178	593.7176450937144	11.208811259573448
BA3180	1005.2974130297282	28.61143144343408
BA3181	531.1001912075557	12.440330880740996
BA3182	859.4595282116155	27.353553201278583
BA3183	1450.5036346356574	28.978146536774226
BA3185	762.8095147721068	15.985942682612288
BA3186	750.6033154338107	26.47997995132528
BA3187	685.79900724955	17.57796692841682
BA3189	1463.1101118193071	34.53977199727177
BA3190	1966.934271120193	13.51395594099088
BA3191	526.8250531687722	17.366948446944086
BA3192	1365.1212215978203	25.432526293654444
BA3194	1392.2868741519217	35.67807474315054
BA3195	1043.4049337025683	16.32746424403415
BA3197	547.1094108862185	16.63475308448908
BA3199	2511.9588647777828	26.65674606156989
BA3200	784.4308424290588	21.68773720343021
BA3202	940.5521645123448	24.731199757800784
BA3203	210.9951207123048	14.564664473178336
BA3206	767.2675833968548	22.87187580538737
BA3207	609.5461392578536	20.93661865223642
BA3208	724.5936845121286	18.467442838188436
BA3210	578.2796027479092	24.78912238350235
BA3211	866.1912154024554	20.748175865336798
BA3212	418.0380708088032	38.15588542709592
BA3213	1180.523693648399	28.46217833144418
BA3214	1506.22650339772	19.08733122312428
BA3216	768.3636119706774	14.235422378805008
BA3217	1052.5268080301876	16.57933450583457
BA3219	405.0458000859567	14.276217475174631
BA3221	322.6561060239921	15.360052467386074
BA3222	1297.8599968996143	44.76398057186985
BA3225	244.08352575725635	16.09293479135653
BA3226	1197.3099928369477	19.48571020972318
BA3227	883.0480512982696	22.25234597438029
BA3228	1697.5546582007491	28.72636604822609
BA3229	1455.519949236932	29.577344727627555
BA3230	849.2743784848928	19.647328967074145
BA3232	987.2649466366088	18.49527026174983
BA3234	353.1609618763414	20.08371382092816
BA3235	255.76999018796928	15.251369841441742
BA3237	907.363305324446	27.710454344989923
BA3240	1127.7512233088437	26.32865066612262
BA3242	806.7854193169961	18.39992294417855
BA3243	980.8468532249954	26.87378340778176
BA3245	188.53847669710288	24.517819679753053
BA3249	731.5733312384782	26.71166855790243
BA3250	921.1257791725455	29.44174431035638
BA3251	644.4370405726117	18.882798527727296
BA3255	727.1856605956416	19.38877774498668
BA3258	435.4845579666661	19.159649433808447
BA3260	597.0581526568168	21.585253741284248
BA3261	849.8163244295235	18.03978701628333
BA3264	1007.2563954978184	28.553712628046647
BA3266	1097.5275507982071	28.6368867050076
BA3268	1563.115475951064	33.97098950020134
BA3269	341.03154410548336	15.09818979618322
BA3270	1212.1378999226934	24.36710321553369
BA3271	1091.401344978024	27.70990929186948
BA3273	347.22410491574624	20.295308735493567
BA3275	1010.2440870702844	28.30414470435814
BA3277	876.774825708061	17.05356568182269
BA3280	673.4310204187548	14.26806677844383
BA3283	744.2270885569558	16.616712176158728
BA3285	965.9732478767633	61.94626236782279
BA3286	729.8611190039842	21.20403507190529
BA3289	237.80493783010863	8.6353142627251
BA3290	1028.6537067311071	23.8294693656875
BA3293	1410.6575633186828	27.784150207402977
BA3295	931.4742750450056	28.216844700843524
BA3296	427.2224889851171	16.459691526553573
BA3297	892.6426763057029	31.419854843626496
BA3299	588.9359797974884	13.79823545299889
BA3300	892.2016144980187	37.39180899545986
BA3302	2404.70236921347	47.34039708229746
BA3305	825.9343252350294	17.83937734371445
BA3306	1342.1610074766056	15.717116188498958
BA3308	880.1282427815349	21.42861916669409
BA3310	813.7038750493303	16.086531064181372
BA3311	512.6421293458105	26.16083771083053
BA3312	1224.9597742827486	26.16768293815772
BA3315	838.4970079253096	34.91029248479522
BA3317	2032.3938769360516	21.20604847507581
BA3318	955.1253143309708	31.2335997698694
BA3319	612.65364137163	22.04802992287178
BA3322	563.6207557696362	18.91646934988225
BA3324	1381.989756996816	43.687541613732776
BA3325	598.5692094909097	18.75979102881289
BA3326	639.2512433978278	23.50581031761693
BA3328	720.8834453148229	22.633433892583334
BA3329	2369.4967076447338	36.27569521813005
BA3332	2478.666371359682	27.97536738578174
BA3333	1597.9960076658178	25.12459575859499
BA3334	703.4833047568076	9.063933408196725
BA3335	649.309428929002	18.152727336039625
BA3339	626.678045270493	16.393764781558534
BA3341	421.7995890299875	20.94647587040528
BA3345	298.4684129107943	10.506468551955995
BA3347	367.6588013590879	12.809242818471976
BA3351	1141.2728330008597	35.90760861599255
BA3352	1009.48292692605	11.509859597362889
BA3353	1102.8245627294202	35.11049235404511
BA3357	1504.124385620915	23.20383327702003
BA3362	500.0933792849923	21.725904603440597
BA3367	537.7630320256033	15.025404662803869
BA3369	1465.514607626894	29.99087403113187
BA3371	1014.8823431778004	16.458671598067657
BA3373	1409.1702353481785	59.35049530467234
BA3374	414.51261856879495	14.133426829085876
BA3375	542.9281467101315	14.870528937154925
BA3376	832.1562503986981	18.227739987926466
BA3379	1381.0621631608255	28.08972812511216
BA3380	994.131580493791	15.304461755392824
BA3381	1165.540186450207	31.27593565198009
BA3384	614.6547345886245	15.707206912380697
BA3385	696.60522178433	18.640554356687183
BA3386	1311.4488388556415	23.668662037468117
BA3388	571.5370032166161	14.012063503178108
BA3390	441.3767632192111	12.847892311668124
BA3394	1971.1116355006295	24.914778625770488
BA3395	648.7028949491017	26.01816249710301
BA3397	343.99908085329525	42.28475716557487
