	DNMT3A	ASXL1
BA2597	0.1956060277048242	0.0133864995727712
BA2600	0.3145612729561897	0.0166619196810025
BA2603	0.2955805106291863	0.0166619196810025
BA2618	0.4605459480209012	0.0180860153802335
BA2619	0.3964742673762612	0.0133864995727712
BA2620	0.3429567901630611	0.0111079464540017
BA2621	0.2521754146457712	0.0166619196810025
BA2622	0.1820431796607657	0.0219310737681572
BA2623	1.0283085416478084	0.0243520364568499
BA2629	0.4695763482228556	0.0237823981771575
BA2631	0.3945279612030792	0.0165195101110794
BA2634	0.376498154243872	0.0148105952720022
BA2636	0.298505593504929	0.0146681857020791
BA2639	0.539061794585312	0.0195101110794645
BA2644	0.6555710697629737	0.0178011962403873
BA2645	0.5763828990678791	0.0209342067786955
BA2646	0.5716253213226956	0.0247792651666191
BA2649	0.3679098787072297	0.0197949302193107
BA2651	0.1820603245896505	0.0126744517231557
BA2653	0.2516713230269166	0.0269154087154656
BA2655	0.3170650738691498	0.0377385360296211
BA2656	0.3431771918194494	0.0135289091426943
BA2657	0.4038453553346112	0.0175163771005411
BA2658	0.6219957447398035	0.024494446026773
BA2659	0.4637602320668896	0.0142409569923098
BA2660	0.2191428208101416	0.0093990316149245
BA2662	0.3877015943012521	0.0162346909712332
BA2663	0.5880826526291726	0.017373967530618
BA2667	0.4348011249922904	0.0155226431216177
BA2670	0.209885389528405	0.0140985474223867
BA2674	0.807604059291578	0.0220734833380803
BA2675	0.4689991010933024	0.0155226431216177
BA2676	0.2090818863244369	0.0150954144118484
BA2677	0.2974628991676514	0.0170891483907718
BA2681	0.3940031642319385	0.0093990316149245
BA2682	0.2396315702058518	0.0132440900028481
BA2685	0.3368005097558983	0.0309028766733124
BA2688	0.3577720637814585	0.0229279407576189
BA2691	0.1672248532251762	0.0162346909712332
BA2694	0.3501264127335556	0.0189404727997721
BA2695	0.0607576834709791	0.0152378239817715
BA2697	0.1092200193870022	0.0118199943036172
BA2701	0.1889654260027632	0.0084021646254628
BA2704	0.9814250352482728	0.0213614354884648
BA2705	0.7700237016505259	0.0254913130162346
BA2707	0.6588867101667347	0.028909142694389
BA2709	0.1484763938160132	0.0084021646254628
BA2712	0.1262065358097874	0.0123896325833095
BA2714	0.2300306866199289	0.0152378239817715
BA2715	0.4294309994774231	0.0226431216177727
BA2718	1.2915092487858195	0.0220734833380803
BA2720	0.0676870072242622	0.0142409569923098
BA2721	0.8843333898768759	0.0213614354884648
BA2722	0.2948676477079429	0.0149530048419253
BA2723	0.1045203993213058	0.023070350327542
BA2724	0.0935820724540201	0.0116775847336941
BA2726	0.4806911207825697	0.0129592708630019
BA2727	0.9170466166952764	0.0229279407576189
BA2728	0.5631883742849203	0.0205069780689262
BA2731	0.1478344170996834	0.0068356593563087
BA2733	0.1167841171410904	0.0109655368840786
BA2735	0.1238351245416097	0.0160922814013101
BA2737	0.2026822638608618	0.0093990316149245
BA2742	0.4546269552393785	0.0140985474223867
BA2744	0.2327191232280831	0.004414696667616
BA2746	0.1724721754436311	0.0146681857020791
BA2747	0.3549934531535525	0.0121048134434634
BA2748	0.6494838064548226	0.0200797493591569
BA2751	0.3180928823491231	0.014525776132156
BA2756	0.0299447808712799	0.013101680432925
BA2758	0.1786891335756213	0.0199373397892338
BA2760	0.2176810594314007	0.017373967530618
BA2762	0.4122016381747383	0.0162346909712332
BA2764	0.3601617347496643	0.0172315579606949
BA2765	0.2146297454156381	0.0135289091426943
BA2769	0.4069829758101596	0.0160922814013101
BA2772	0.6203456190414237	0.0106807177442324
BA2775	0.4359858195215317	0.0203645684990031
BA2776	0.981962711844416	0.0253489034463115
BA2778	0.3255770850575303	0.0112503560239248
BA2782	0.2503206248094025	0.0152378239817715
BA2786	1.171805359891818	0.0178011962403873
BA2787	0.1262452577776576	0.007262888066078
BA2789	0.3927813924913583	0.0180860153802335
BA2791	0.2637898848361519	0.0149530048419253
BA2792	0.1762526055954666	0.0112503560239248
BA2798	0.1581435745743294	0.0252064938763884
BA2801	0.1743066887964006	0.0138137282825405
BA2802	0.5743559957070739	0.0199373397892338
BA2804	0.2330873228355452	0.0112503560239248
BA2806	0.3026392588780354	0.0140985474223867
BA2808	0.3644539186795258	0.0162346909712332
BA2809	0.7297194740690964	0.0257761321560808
BA2811	0.4284780949273138	0.0175163771005411
BA2812	0.1645191045968128	0.013101680432925
BA2813	0.2961385669585432	0.0122472230133865
BA2814	0.1717759829931584	0.0098262603246938
BA2816	0.2056657392928692	0.018798063229849
BA2817	0.4184505424268583	0.034605525491313
BA2820	1.227492215350056	0.0166619196810025
BA2821	0.8325629907041542	0.0294787809740814
BA2822	0.355693736417672	0.0186556536599259
BA2824	0.7553289219692325	0.0256337225861577
BA2828	0.2608430275163029	0.0109655368840786
BA2829	0.6096674228142073	0.026060951295927
BA2830	0.8085310465555513	0.0156650526915408
BA2832	0.4613646997462846	0.018798063229849
BA2836	0.1882241836856603	0.0132440900028481
BA2837	0.420197015660383	0.0169467388208487
BA2839	0.1193924712211999	0.0226431216177727
BA2840	0.3404412056811315	0.0264881800056963
BA2841	0.2643356416342542	0.0226431216177727
BA2842	0.0939459433638478	0.0133864995727712
BA2843	0.8806914208716016	0.024636855596696
BA2844	0.2319472968316453	0.0169467388208487
BA2846	0.6802889175866904	0.0190828823696952
BA2850	0.3593597696814201	0.0203645684990031
BA2851	0.8077563402816813	0.0304756479635431
BA2852	0.2604772743251851	0.0311876958131586
BA2855	0.1389577608821234	0.0165195101110794
BA2856	0.0460772943406423	0.0160922814013101
BA2858	0.0728947875117304	0.0128168612930788
BA2860	0.3634543029070985	0.0064084306465394
BA2861	0.4621660573420051	0.0135289091426943
BA2865	0.3736893759729958	0.0158074622614639
BA2866	0.7078682915886187	0.0253489034463115
BA2867	0.579227306171779	0.0318997436627741
BA2868	1.2538798834943796	0.0176587866704642
BA2870	0.8809392757820929	0.0197949302193107
BA2871	0.5311071929265021	0.0113927655938479
BA2872	0.1711519804971614	0.0142409569923098
BA2876	0.147970721872509	0.023070350327542
BA2879	0.2143382526114215	0.0236399886072344
BA2880	0.2052778440857197	0.0125320421532326
BA2882	0.5347456449532613	0.0153802335516946
BA2883	0.8248951680021976	0.0294787809740814
BA2885	0.2659698106163465	0.0168043292509256
BA2887	0.4958859177084	0.0178011962403873
BA2889	0.0052083333333333	0.0
BA2893	0.3786009347846887	0.0150954144118484
BA2901	0.0681156637427234	0.0091142124750783
BA2902	0.2266572571307222	0.0132440900028481
BA2903	0.4643108883099237	0.0078325263457704
BA2904	0.6961141456923908	0.0226431216177727
BA2905	0.2885133855143856	0.0209342067786955
BA2906	0.1806856748580074	0.0172315579606949
BA2908	0.7279773258113387	0.02022215892908
BA2909	0.2885545370370797	0.013101680432925
BA2910	0.4191895047954915	0.015949871831387
BA2911	0.5138820120046195	0.0205069780689262
BA2914	0.4974316857431418	0.0192252919396183
BA2915	0.248866969664275	0.0123896325833095
BA2921	0.2277201673348766	0.01011107946454
BA2922	0.5582202983948308	0.0217886641982341
BA2923	0.175868599967489	0.0059812019367701
BA2926	0.3226091387985913	0.0178011962403873
BA2928	0.2350782013646713	0.0112503560239248
BA2930	0.547400370733083	0.021646254628311
BA2932	0.3835065532280471	0.0166619196810025
BA2934	0.4444740712198819	0.0269154087154656
BA2935	0.1597390094414039	0.0119624038735403
BA2937	0.2770462416612391	0.0132440900028481
BA2939	0.3167674883356611	0.0126744517231557
BA2944	2.926342443902008	0.0367416690401595
BA2947	0.6337114874670283	0.018798063229849
BA2948	0.3214091422441616	0.0219310737681572
BA2950	0.9655158917999446	0.0281970948447735
BA2951	1.2032901312935274	0.0138137282825405
BA2952	0.1701724902822255	0.0183708345200797
BA2953	0.1887043089945975	0.0122472230133865
BA2955	0.1070074258904619	0.0189404727997721
BA2956	0.1331000503744939	0.0082597550555397
BA2962	0.2743980063007089	0.0129592708630019
BA2970	0.2186665702514058	0.0150954144118484
BA2972	1.1248018222059002	0.0256337225861577
BA2976	0.5899704310956357	0.0219310737681572
BA2978	0.3880530930469665	0.0196525206493876
BA2981	0.30014872540181	0.0132440900028481
BA2984	0.2994540891408266	0.0222158929080034
BA2986	0.3408751659030815	0.023070350327542
BA2989	1.2216838548674196	0.0341782967815437
BA2992	0.1738520838947822	0.0189404727997721
BA2993	0.2381146198567779	0.0113927655938479
BA2994	1.1333107628424774	0.0150954144118484
BA2995	0.5966495392695071	0.0374537168897749
BA2999	0.944263594922562	0.0242096268869268
BA3001	0.8419520480765643	0.0196525206493876
BA3002	0.832543776663652	0.0180860153802335
BA3004	0.8579620022221772	0.0348903446311592
BA3006	0.2601638825930524	0.0132440900028481
BA3008	0.0270018823347627	0.0048419253773853
BA3009	0.5248921798084761	0.0234975790373113
BA3010	0.38707748618141	0.0170891483907718
BA3011	0.1690691320776569	0.0168043292509256
BA3013	0.4301935456332856	0.0142409569923098
BA3023	0.1363837899220483	0.0143833665622329
BA3025	0.8187011111662452	0.0146681857020791
BA3027	0.3963453459242108	0.0172315579606949
BA3029	0.1424834017343615	0.0105383081743093
BA3030	1.422042146502674	0.0185132440900028
BA3037	0.1013477994000888	0.0205069780689262
BA3038	0.3578297525563194	0.0189404727997721
BA3040	0.2651355502276851	0.0189404727997721
BA3042	0.4990705514060229	0.0175163771005411
BA3043	0.1855059226545971	0.0105383081743093
BA3049	0.0638703871606211	0.0082597550555397
BA3051	0.0867398221687432	0.0139561378524636
BA3053	0.3904060579161488	0.0186556536599259
BA3064	0.8266145140190817	0.0217886641982341
BA3067	3.0201802029787426	0.0252064938763884
BA3068	0.7574173105813524	0.0266305895756194
BA3070	0.2163329389468104	0.014525776132156
BA3071	0.5419650347218533	0.0236399886072344
BA3072	0.7569400385432766	0.0215038450583879
BA3075	0.229534322024197	0.0149530048419253
BA3076	0.0420599651129518	0.004414696667616
BA3077	1.7928437998000928	0.0168043292509256
BA2040	0.1227269882902742	0.017373967530618
BA2160	1.6010001712890327	0.0186556536599259
BA2303	0.2688254671847114	0.0162346909712332
BA2353	1.2695600949360362	0.026060951295927
BA2516	0.4293733959244427	0.02022215892908
BA2590	0.6603664163710853	0.0199373397892338
BA2647	0.6434817066881039	0.0236399886072344
BA2891	0.705000851779769	0.015949871831387
BA2924	0.2691020358385431	0.0165195101110794
BA2971	0.7350571431102546	0.0200797493591569
BA3036	0.5832937946565376	0.018798063229849
BA3059	0.1456838423424147	0.0165195101110794
BA3073	0.314033613122555	0.0123896325833095
BA3078	0.3839338803127338	0.0233551694673882
BA3079	0.4437535493508674	0.0210766163486186
BA3083	0.5296678439058089	0.0189404727997721
BA3084	0.4017445901202796	0.0156650526915408
BA3085	0.6908424754070434	0.0193677015095414
BA3087	1.0688612042849048	0.0326117915123896
BA3089	1.1036399935011023	0.0203645684990031
BA3094	0.9233834406485392	0.0183708345200797
BA3095	0.4227676899769862	0.0212190259185417
BA3098	0.5345790976230186	0.0169467388208487
BA3099	0.8524193707267934	0.0277698661350042
BA3103	0.4355701855230808	0.0172315579606949
BA3108	0.5537534456541039	0.0242096268869268
BA3109	0.1814324135121353	0.018798063229849
BA3110	0.2768104716279829	0.0290515522643121
BA3114	0.1088840793009231	0.0189404727997721
BA3116	0.0935323200186703	0.0108231273141555
BA3117	1.1097438239872484	0.0299060096838507
BA3118	0.4558159967547756	0.0149530048419253
BA3119	1.1050069715976252	0.0250640843064653
BA3123	0.8898690185832758	0.0222158929080034
BA3124	0.4376242267940435	0.0257761321560808
BA3126	0.4536238322110634	0.0112503560239248
BA3128	0.2980707449549687	0.0178011962403873
BA3130	0.2888693576270573	0.015949871831387
BA3133	0.5280744309035069	0.024494446026773
BA3135	0.3673227728350812	0.0203645684990031
BA3136	0.2188497040420824	0.0215038450583879
BA3137	1.8879753565257689	0.0183708345200797
BA3138	0.4983259698262031	0.0226431216177727
BA3139	1.4083313481582078	0.0333238393620051
BA3141	2.030416653662876	0.0223583024779265
BA3142	1.0957801785740795	0.0347479350612361
BA3145	1.075042883986113	0.0222158929080034
BA3146	1.8356430865267688	0.0178011962403873
BA3149	0.2180017567368151	0.0219310737681572
BA3152	0.4725979613969722	0.0212190259185417
BA3153	0.7517191341534645	0.0377385360296211
BA3154	0.5136262651330682	0.0254913130162346
BA3156	0.2801695480589073	0.0294787809740814
BA3157	1.0420286394826	0.018798063229849
BA3158	0.5752095869880473	0.0190828823696952
BA3162	0.3203651644938881	0.0189404727997721
BA3163	0.1698222535044266	0.0150954144118484
BA3164	1.3816849248246437	0.026060951295927
BA3167	0.1493417267865281	0.0153802335516946
BA3169	0.1318674079774977	0.0140985474223867
BA3171	0.7248810084125195	0.026060951295927
BA3173	0.4258039073468079	0.0249216747365422
BA3174	0.9371693552117152	0.0226431216177727
BA3175	0.3823097188500636	0.0156650526915408
BA3176	0.6025835934943087	0.0225007120478496
BA3177	1.4499022737153702	0.0233551694673882
BA3178	0.1637235903879918	0.0109655368840786
BA3180	0.4470892620574914	0.0212190259185417
BA3181	0.1903750008777646	0.0123896325833095
BA3182	0.7881579230493059	0.0220734833380803
BA3183	0.456307919964907	0.0240672173170037
BA3185	0.5508315769993861	0.0351751637710054
BA3186	1.102542456438378	0.0377385360296211
BA3187	0.1951423994450779	0.0182284249501566
BA3189	2.7703975044451803	0.0225007120478496
BA3190	0.2644477773270691	0.0217886641982341
BA3191	0.3111235022013395	0.0132440900028481
BA3192	0.8690938023836893	0.0180860153802335
BA3194	1.4300190129124035	0.0336086585018513
BA3195	0.5887605043012104	0.0243520364568499
BA3197	0.556052047429418	0.0169467388208487
BA3199	1.229934544311702	0.0259185417260039
BA3200	1.2504678273610397	0.0227855311876958
BA3202	0.1253391277216357	0.0301908288236969
BA3203	0.2590062959835215	0.0152378239817715
BA3206	0.7427726525895122	0.0233551694673882
BA3207	0.0696858222438629	0.0178011962403873
BA3208	0.6869204070704473	0.0215038450583879
BA3210	0.315720478031554	0.0338934776416975
BA3211	0.7275274380916331	0.0105383081743093
BA3212	0.5397198352858077	0.0350327542010823
BA3213	0.7293003047623712	0.0185132440900028
BA3214	1.0131577785777768	0.0240672173170037
BA3216	0.4327449999045494	0.0189404727997721
BA3217	0.4904605080512517	0.0136713187126174
BA3219	0.1325412530644254	0.0162346909712332
BA3221	0.5598546594295373	0.0210766163486186
BA3222	0.4878573221666183	0.0243520364568499
BA3225	0.1664920257431351	0.0176587866704642
BA3226	0.4703898772915094	0.0182284249501566
BA3227	3.8793287885210734	0.0270578182853887
BA3228	1.027680461331225	0.0301908288236969
BA3229	1.38524840556318	0.0250640843064653
BA3230	0.3043778924975232	0.0199373397892338
BA3232	0.7981653727668342	0.0166619196810025
BA3234	0.2523570978104885	0.0189404727997721
BA3235	0.3781402190601557	0.0108231273141555
BA3237	0.9236503786785272	0.0156650526915408
BA3240	1.772731740398074	0.0284819139846197
BA3242	0.9853710122419864	0.0192252919396183
BA3243	0.3456145035073921	0.0223583024779265
BA3245	0.6219084754003928	0.0242096268869268
BA3249	0.7253580412858185	0.0229279407576189
BA3250	0.6145009641973534	0.0304756479635431
BA3251	0.7335008785971939	0.0136713187126174
BA3255	0.2654379634129928	0.0172315579606949
BA3258	0.1381705624271494	0.0183708345200797
BA3260	0.3955008866258075	0.0195101110794645
BA3261	0.9026086064745786	0.0172315579606949
BA3264	1.0291382399680875	0.028909142694389
BA3266	0.571195312151765	0.0266305895756194
BA3268	0.9274702186531992	0.0347479350612361
BA3269	0.1608875758792691	0.0203645684990031
BA3270	0.411697993154909	0.0233551694673882
BA3271	0.4636645220884421	0.0232127598974651
BA3273	0.1453138459753482	0.0217886641982341
BA3275	0.8447863453877119	0.024494446026773
BA3277	0.5255969216806301	0.0287667331244659
BA3280	0.257935512741025	0.0183708345200797
BA3283	0.3634864240305726	0.0254913130162346
BA3285	1.272838368001319	0.0296211905440045
BA3286	0.5009188040399521	0.0180860153802335
BA3289	0.0488594857945091	0.0111079464540017
BA3290	0.4140777215349762	0.0209342067786955
BA3293	0.5366202521971016	0.0283395044146966
BA3295	0.4006779312101171	0.0192252919396183
BA3296	0.4959576484316099	0.0182284249501566
BA3297	1.3407555613523563	0.0266305895756194
BA3299	0.0889831999919335	0.0162346909712332
